TIME,VHM0,VTZA,VTPK
2022-01-03 14:39:59.999999744,2.46,5.5,6.6667
2022-01-03 14:50:00.000000000,2.45,5.7,6.6667
2022-01-03 15:00:00.000000000,2.28,5.4,6.6667
2022-01-03 15:10:00.000000000,2.08,5.4,7.1429
2022-01-03 15:20:00.000000256,2.29,5.4,7.1429
2022-01-03 15:30:00.000000000,2.42,5.4,6.6667
2022-01-03 15:40:00.000000000,2.22,5.2,6.25
2022-01-03 15:50:00.000000000,2.2,5.6,7.1429
2022-01-03 16:00:00.000000000,2.22,5.5,6.25
2022-01-03 16:09:59.999999744,2.24,5.3,7.1429
2022-01-03 16:20:00.000000000,2.34,5.3,6.6667
2022-01-03 16:30:00.000000000,2.29,5.4,6.6667
2022-01-03 16:40:00.000000000,2.3,5.3,6.6667
2022-01-03 16:50:00.000000256,2.25,5.5,6.6667
2022-01-03 17:00:00.000000000,2.13,5.3,6.6667
2022-01-03 17:10:00.000000000,2.18,5.4,6.6667
2022-01-03 17:20:00.000000000,2.22,5.3,6.6667
2022-01-03 17:30:00.000000000,2.12,5.3,6.6667
2022-01-03 17:39:59.999999744,2.15,5.4,6.6667
2022-01-03 17:50:00.000000000,2.26,5.6,6.25
2022-01-03 18:00:00.000000000,2.2,5.4,6.25
2022-01-03 18:10:00.000000000,2.14,5.2,7.1429
2022-01-03 18:20:00.000000256,2.11,5.3,6.6667
2022-01-03 18:30:00.000000000,2.11,5.3,6.6667
2022-01-03 18:40:00.000000000,2.24,5.5,7.1429
2022-01-03 18:50:00.000000000,2.22,5.4,7.1429
2022-01-03 19:00:00.000000000,2.13,5.6,7.1429
2022-01-03 19:09:59.999999744,2.14,5.6,7.1429
2022-01-03 19:20:00.000000000,2.09,5.5,7.1429
2022-01-03 19:30:00.000000000,2.17,5.2,6.6667
2022-01-03 19:40:00.000000000,2.21,5.5,6.6667
2022-01-03 19:50:00.000000256,1.96,5.5,6.6667
2022-01-03 20:00:00.000000000,2.07,5.3,7.1429
2022-01-03 20:10:00.000000000,2.3,5.6,7.1429
2022-01-03 20:20:00.000000000,2.24,5.7,7.1429
2022-01-03 20:30:00.000000000,2.21,5.8,7.1429
2022-01-03 20:39:59.999999744,2.11,5.6,6.25
2022-01-03 20:50:00.000000000,2.11,5.5,6.25
2022-01-03 21:00:00.000000000,2.28,5.7,7.1429
2022-01-03 21:10:00.000000000,2.18,5.7,7.1429
2022-01-03 21:20:00.000000256,2.12,5.5,7.1429
2022-01-03 21:30:00.000000000,2.14,5.5,7.1429
2022-01-03 21:40:00.000000000,2.2,5.9,7.1429
2022-01-03 21:50:00.000000000,2.27,5.8,7.1429
2022-01-03 22:00:00.000000000,2.22,5.7,7.1429
2022-01-03 22:09:59.999999744,2.11,5.8,7.1429
2022-01-03 22:20:00.000000000,2.01,5.8,7.6923
2022-01-03 22:30:00.000000000,1.99,6.0,7.1429
2022-01-03 22:40:00.000000000,1.95,5.7,7.1429
2022-01-03 22:50:00.000000256,2.05,5.8,6.6667
2022-01-03 23:00:00.000000000,1.98,5.9,6.6667
2022-01-03 23:10:00.000000000,1.85,5.5,6.6667
2022-01-03 23:20:00.000000000,1.8,5.6,5.8824
2022-01-03 23:30:00.000000000,1.84,5.7,6.25
2022-01-03 23:39:59.999999744,1.85,5.7,6.25
2022-01-03 23:50:00.000000000,1.71,5.6,6.25
2022-01-04 00:00:00.000000000,1.72,5.8,6.25
2022-01-04 00:10:00.000000000,1.8,5.9,6.25
2022-01-04 00:20:00.000000256,1.77,5.8,6.6667
2022-01-04 00:30:00.000000000,1.74,5.6,6.25
2022-01-04 00:40:00.000000000,1.72,5.7,6.25
2022-01-04 00:50:00.000000000,1.73,5.9,6.25
2022-01-04 01:00:00.000000000,1.78,5.9,6.6667
2022-01-04 01:09:59.999999744,1.73,5.4,6.6667
2022-01-04 01:20:00.000000000,1.67,5.5,7.1429
2022-01-04 01:30:00.000000000,1.7,5.4,5.8824
2022-01-04 01:40:00.000000000,1.75,5.4,5.8824
2022-01-04 01:50:00.000000256,1.73,5.4,5.8824
2022-01-04 02:00:00.000000000,1.79,5.5,5.8824
2022-01-04 02:10:00.000000000,1.85,5.6,5.8824
2022-01-04 02:20:00.000000000,1.69,5.3,12.5
2022-01-04 02:30:00.000000000,1.69,5.5,6.25
2022-01-04 02:39:59.999999744,1.78,5.6,6.25
2022-01-04 02:50:00.000000000,1.79,5.4,5.8824
2022-01-04 03:00:00.000000000,1.66,5.5,12.5
2022-01-04 03:10:00.000000000,1.59,5.0,5.5556
2022-01-04 03:20:00.000000256,1.6,5.0,5.5556
2022-01-04 03:30:00.000000000,1.64,5.1,5.5556
2022-01-04 03:40:00.000000000,1.78,5.3,12.5
2022-01-04 03:50:00.000000000,1.79,5.5,12.5
2022-01-04 04:00:00.000000000,1.69,5.3,12.5
2022-01-04 04:09:59.999999744,1.77,5.6,12.5
2022-01-04 04:20:00.000000000,1.76,5.4,12.5
2022-01-04 04:30:00.000000000,1.64,5.2,12.5
2022-01-04 04:40:00.000000000,1.65,5.3,12.5
2022-01-04 04:50:00.000000256,1.65,5.4,5.2632
2022-01-04 05:00:00.000000000,1.68,5.5,12.5
2022-01-04 05:10:00.000000000,1.7,5.4,12.5
2022-01-04 05:20:00.000000000,1.61,5.5,5.5556
2022-01-04 05:30:00.000000000,1.68,5.2,5.5556
2022-01-04 05:39:59.999999744,1.72,5.2,5.5556
2022-01-04 05:50:00.000000000,1.6,5.2,5.5556
2022-01-04 06:00:00.000000000,1.51,5.3,5.2632
2022-01-04 06:10:00.000000000,1.53,5.5,12.5
