datetime,significant_wave_height,peak_wave_period
2022-01-01 15:40:00.000000000,1.94,6.6667
2022-01-01 15:50:00.000000000,1.85,6.6667
2022-01-01 16:00:00.000000000,1.87,6.6667
2022-01-01 16:09:59.999999744,1.93,7.1429
2022-01-01 16:20:00.000000000,1.93,6.6667
2022-01-01 16:30:00.000000000,1.79,6.6667
2022-01-01 16:40:00.000000000,1.7,6.6667
2022-01-01 16:50:00.000000256,1.87,7.1429
2022-01-01 17:00:00.000000000,2.01,7.1429
2022-01-01 17:10:00.000000000,1.99,7.1429
2022-01-01 17:20:00.000000000,1.92,6.6667
2022-01-01 17:30:00.000000000,1.88,7.1429
2022-01-01 17:39:59.999999744,1.79,7.6923
2022-01-01 17:50:00.000000000,1.77,7.1429
2022-01-01 18:00:00.000000000,1.82,7.1429
2022-01-01 18:10:00.000000000,1.91,7.1429
2022-01-01 18:20:00.000000256,2.02,7.1429
2022-01-01 18:30:00.000000000,2.04,7.6923
2022-01-01 18:40:00.000000000,1.95,7.1429
2022-01-01 18:50:00.000000000,1.96,7.1429
2022-01-01 19:00:00.000000000,2.02,7.6923
2022-01-01 19:09:59.999999744,2.06,7.6923
2022-01-01 19:20:00.000000000,2.05,7.6923
2022-01-01 19:30:00.000000000,1.76,7.1429
2022-01-01 19:40:00.000000000,1.83,7.1429
2022-01-01 19:50:00.000000256,1.96,7.1429
2022-01-01 20:00:00.000000000,1.97,7.1429
2022-01-01 20:10:00.000000000,1.92,7.1429
2022-01-01 20:20:00.000000000,1.84,7.1429
2022-01-01 20:30:00.000000000,1.83,7.1429
2022-01-01 20:39:59.999999744,1.9,7.1429
2022-01-01 20:50:00.000000000,1.83,7.1429
2022-01-01 21:00:00.000000000,1.79,7.1429
2022-01-01 21:10:00.000000000,1.84,7.1429
2022-01-01 21:20:00.000000256,1.8,6.6667
2022-01-01 21:30:00.000000000,1.78,7.1429
2022-01-01 21:40:00.000000000,1.79,7.1429
2022-01-01 21:50:00.000000000,1.73,7.6923
2022-01-01 22:00:00.000000000,1.71,7.1429
2022-01-01 22:09:59.999999744,1.73,7.1429
2022-01-01 22:20:00.000000000,1.69,7.1429
2022-01-01 22:30:00.000000000,1.74,6.6667
2022-01-01 22:40:00.000000000,1.69,6.6667
2022-01-01 22:50:00.000000256,1.62,6.25
2022-01-01 23:00:00.000000000,1.61,7.6923
2022-01-01 23:10:00.000000000,1.62,7.6923
2022-01-01 23:20:00.000000000,1.6,6.25
2022-01-01 23:30:00.000000000,1.67,6.6667
2022-01-01 23:39:59.999999744,1.68,6.25
2022-01-01 23:50:00.000000000,1.71,7.1429
2022-01-02 00:00:00.000000000,1.72,7.1429
2022-01-02 00:10:00.000000000,1.64,7.1429
2022-01-02 00:20:00.000000256,1.68,7.1429
2022-01-02 00:30:00.000000000,1.73,7.1429
2022-01-02 00:40:00.000000000,1.8,7.1429
2022-01-02 00:50:00.000000000,1.92,7.1429
2022-01-02 01:00:00.000000000,1.92,7.1429
2022-01-02 01:09:59.999999744,1.84,7.1429
2022-01-02 01:20:00.000000000,1.8,7.1429
2022-01-02 01:30:00.000000000,1.75,7.1429
2022-01-02 01:40:00.000000000,1.76,7.1429
2022-01-02 01:50:00.000000256,1.77,7.1429
2022-01-02 02:00:00.000000000,1.81,6.25
2022-01-02 02:10:00.000000000,1.78,6.25
2022-01-02 02:20:00.000000000,1.72,6.6667
2022-01-02 02:30:00.000000000,1.74,6.6667
2022-01-02 02:39:59.999999744,1.71,7.1429
2022-01-02 02:50:00.000000000,1.64,7.1429
2022-01-02 03:00:00.000000000,1.69,7.1429
2022-01-02 03:10:00.000000000,1.66,7.1429
2022-01-02 03:20:00.000000256,1.61,7.1429
2022-01-02 03:30:00.000000000,1.61,7.1429
2022-01-02 03:40:00.000000000,1.61,7.1429
2022-01-02 03:50:00.000000000,1.56,6.25
2022-01-02 04:00:00.000000000,1.55,6.6667
2022-01-02 04:09:59.999999744,1.55,6.6667
2022-01-02 04:20:00.000000000,1.54,6.6667
2022-01-02 04:30:00.000000000,1.58,6.6667
2022-01-02 04:40:00.000000000,1.6,6.25
2022-01-02 04:50:00.000000256,1.62,6.6667
2022-01-02 05:00:00.000000000,1.53,7.1429
2022-01-02 05:10:00.000000000,1.45,7.1429
2022-01-02 05:20:00.000000000,1.41,6.6667
2022-01-02 05:30:00.000000000,1.52,5.8824
2022-01-02 05:39:59.999999744,1.59,6.6667
2022-01-02 05:50:00.000000000,1.57,6.6667
2022-01-02 06:00:00.000000000,1.54,5.8824
2022-01-02 06:10:00.000000000,1.5,5.8824
2022-01-02 06:20:00.000000256,1.53,6.25
2022-01-02 06:30:00.000000000,1.53,6.6667
2022-01-02 06:40:00.000000000,1.62,6.6667
2022-01-02 06:50:00.000000000,1.41,6.6667
2022-01-02 07:00:00.000000000,1.33,6.25
2022-01-02 07:09:59.999999744,1.43,5.8824
2022-01-02 07:20:00.000000000,1.48,5.8824
2022-01-02 07:30:00.000000000,1.39,5.8824
2022-01-02 07:40:00.000000000,1.31,6.6667
2022-01-02 07:50:00.000000256,1.29,6.6667
2022-01-02 08:00:00.000000000,1.34,6.25
2022-01-02 08:10:00.000000000,1.37,5.8824
2022-01-02 08:20:00.000000000,1.37,5.8824
2022-01-02 08:30:00.000000000,1.36,6.25
2022-01-02 08:39:59.999999744,1.36,6.25
2022-01-02 08:50:00.000000000,1.35,6.25
2022-01-02 09:00:00.000000000,1.39,5.8824
2022-01-02 09:10:00.000000000,1.34,6.25
2022-01-02 09:20:00.000000256,1.28,6.25
2022-01-02 09:30:00.000000000,1.19,6.6667
2022-01-02 09:40:00.000000000,1.19,5.8824
2022-01-02 09:50:00.000000000,1.25,5.8824
2022-01-02 10:00:00.000000000,1.26,6.25
2022-01-02 10:09:59.999999744,1.26,6.25
2022-01-02 10:20:00.000000000,1.22,6.25
2022-01-02 10:30:00.000000000,1.17,6.25
2022-01-02 10:40:00.000000000,1.21,6.25
2022-01-02 10:50:00.000000256,1.18,6.25
2022-01-02 11:00:00.000000000,1.17,6.25
2022-01-02 11:10:00.000000000,1.14,6.25
2022-01-02 11:20:00.000000000,1.14,6.25
2022-01-02 11:30:00.000000000,1.18,6.25
2022-01-02 11:39:59.999999744,1.17,5.8824
2022-01-02 11:50:00.000000000,1.15,5.8824
2022-01-02 12:00:00.000000000,1.15,6.25
2022-01-02 12:10:00.000000000,1.25,5.5556
2022-01-02 12:20:00.000000256,1.21,5.8824
2022-01-02 12:30:00.000000000,1.15,5.8824
2022-01-02 12:40:00.000000000,1.13,6.25
2022-01-02 12:50:00.000000000,1.1,6.25
2022-01-02 13:00:00.000000000,1.07,6.25
2022-01-02 13:09:59.999999744,1.17,6.25
2022-01-02 13:20:00.000000000,1.14,6.25
2022-01-02 13:30:00.000000000,1.09,5.5556
2022-01-02 13:40:00.000000000,1.17,5.8824
2022-01-02 13:50:00.000000256,1.2,6.25
2022-01-02 14:00:00.000000000,1.25,6.25
2022-01-02 14:10:00.000000000,1.32,5.8824
2022-01-02 14:20:00.000000000,1.27,6.25
2022-01-02 14:30:00.000000000,1.24,6.25
2022-01-02 14:39:59.999999744,1.31,5.5556
2022-01-02 14:50:00.000000000,1.3,5.5556
2022-01-02 15:00:00.000000000,1.33,5.8824
2022-01-02 15:10:00.000000000,1.4,5.2632
2022-01-02 15:20:00.000000256,1.34,5.0
2022-01-02 15:30:00.000000000,1.32,5.2632
2022-01-02 15:40:00.000000000,1.28,5.2632
2022-01-02 15:50:00.000000000,1.19,5.2632
2022-01-02 16:00:00.000000000,1.17,5.2632
2022-01-02 16:09:59.999999744,1.25,5.8824
2022-01-02 16:20:00.000000000,1.35,5.8824
2022-01-02 16:30:00.000000000,1.38,5.5556
2022-01-02 16:40:00.000000000,1.39,5.5556
2022-01-02 16:50:00.000000256,1.35,5.5556
2022-01-02 17:00:00.000000000,1.32,5.2632
2022-01-02 17:10:00.000000000,1.39,5.5556
2022-01-02 17:20:00.000000000,1.43,5.5556
2022-01-02 17:30:00.000000000,1.51,5.8824
2022-01-02 17:39:59.999999744,1.63,5.8824
2022-01-02 17:50:00.000000000,1.61,5.5556
2022-01-02 18:00:00.000000000,1.45,5.8824
2022-01-02 18:10:00.000000000,1.53,5.8824
2022-01-02 18:20:00.000000256,1.61,5.8824
2022-01-02 18:30:00.000000000,1.63,5.8824
2022-01-02 18:40:00.000000000,1.56,5.8824
2022-01-02 18:50:00.000000000,1.51,5.5556
2022-01-02 19:00:00.000000000,1.44,5.5556
2022-01-02 19:09:59.999999744,1.39,5.2632
2022-01-02 19:20:00.000000000,1.52,5.2632
2022-01-02 19:30:00.000000000,1.56,5.8824
2022-01-02 19:40:00.000000000,1.53,5.8824
2022-01-02 19:50:00.000000256,1.56,5.8824
2022-01-02 20:00:00.000000000,1.66,5.8824
2022-01-02 20:10:00.000000000,1.71,5.8824
2022-01-02 20:20:00.000000000,1.76,5.8824
2022-01-02 20:30:00.000000000,1.9,6.25
2022-01-02 20:39:59.999999744,1.88,6.25
2022-01-02 20:50:00.000000000,1.8,5.5556
2022-01-02 21:00:00.000000000,1.84,6.25
2022-01-02 21:10:00.000000000,1.91,6.6667
2022-01-02 21:20:00.000000256,1.94,6.6667
2022-01-02 21:30:00.000000000,1.88,6.6667
2022-01-02 21:40:00.000000000,1.99,6.25
2022-01-02 21:50:00.000000000,2.03,6.6667
2022-01-02 22:00:00.000000000,1.99,6.6667
2022-01-02 22:09:59.999999744,1.97,6.25
2022-01-02 22:20:00.000000000,1.95,6.25
2022-01-02 22:30:00.000000000,1.9,6.6667
2022-01-02 22:40:00.000000000,1.91,6.25
2022-01-02 22:50:00.000000256,1.94,6.25
2022-01-02 23:00:00.000000000,1.88,6.6667
2022-01-02 23:10:00.000000000,1.97,6.6667
2022-01-02 23:20:00.000000000,2.1,7.1429
2022-01-02 23:30:00.000000000,1.93,6.25
2022-01-02 23:39:59.999999744,2.1,6.25
2022-01-02 23:50:00.000000000,2.1,6.6667
2022-01-03 00:00:00.000000000,2.15,6.6667
2022-01-03 00:10:00.000000000,2.39,6.6667
2022-01-03 00:20:00.000000256,2.17,7.1429
2022-01-03 00:30:00.000000000,1.97,6.6667
2022-01-03 00:40:00.000000000,2.03,7.1429
2022-01-03 00:50:00.000000000,2.13,6.25
2022-01-03 01:00:00.000000000,2.22,6.25
2022-01-03 01:09:59.999999744,2.37,6.6667
2022-01-03 01:20:00.000000000,2.51,6.6667
2022-01-03 01:30:00.000000000,2.33,7.1429
2022-01-03 01:40:00.000000000,2.2,6.25
2022-01-03 01:50:00.000000256,2.24,6.6667
2022-01-03 02:00:00.000000000,2.32,6.6667
2022-01-03 02:10:00.000000000,2.22,6.6667
2022-01-03 02:20:00.000000000,2.46,6.6667
2022-01-03 02:30:00.000000000,2.62,6.6667
2022-01-03 02:39:59.999999744,2.66,7.1429
2022-01-03 02:50:00.000000000,2.6,7.1429
2022-01-03 03:00:00.000000000,2.55,7.1429
2022-01-03 03:10:00.000000000,2.49,7.1429
2022-01-03 03:20:00.000000256,2.35,6.6667
2022-01-03 03:30:00.000000000,2.44,6.6667
2022-01-03 03:40:00.000000000,2.58,6.6667
2022-01-03 03:50:00.000000000,2.61,6.6667
2022-01-03 04:00:00.000000000,2.51,7.1429
2022-01-03 04:09:59.999999744,2.72,7.1429
2022-01-03 04:20:00.000000000,2.73,7.1429
2022-01-03 04:30:00.000000000,2.63,7.1429
2022-01-03 04:40:00.000000000,2.67,7.1429
2022-01-03 04:50:00.000000256,2.8,7.1429
2022-01-03 05:00:00.000000000,3.04,7.1429
2022-01-03 05:10:00.000000000,2.85,7.1429
2022-01-03 05:20:00.000000000,2.89,7.1429
2022-01-03 05:30:00.000000000,2.92,7.1429
2022-01-03 05:39:59.999999744,2.82,7.1429
2022-01-03 05:50:00.000000000,3.05,7.1429
2022-01-03 06:00:00.000000000,3.23,7.1429
2022-01-03 06:10:00.000000000,3.02,7.1429
2022-01-03 06:20:00.000000256,2.73,7.1429
2022-01-03 06:30:00.000000000,2.56,7.1429
2022-01-03 06:40:00.000000000,2.74,7.1429
2022-01-03 06:50:00.000000000,2.98,7.1429
2022-01-03 07:00:00.000000000,3.2,7.1429
2022-01-03 07:09:59.999999744,3.18,7.1429
2022-01-03 07:20:00.000000000,2.94,7.1429
2022-01-03 07:30:00.000000000,3.04,7.6923
2022-01-03 07:40:00.000000000,3.22,7.6923
2022-01-03 07:50:00.000000256,3.08,7.6923
2022-01-03 08:00:00.000000000,2.98,7.6923
2022-01-03 08:10:00.000000000,2.92,7.6923
2022-01-03 08:20:00.000000000,2.84,7.6923
2022-01-03 08:30:00.000000000,3.1,7.6923
2022-01-03 08:39:59.999999744,3.29,7.6923
2022-01-03 08:50:00.000000000,3.45,7.6923
2022-01-03 09:00:00.000000000,3.39,7.6923
2022-01-03 09:10:00.000000000,3.07,7.6923
2022-01-03 09:20:00.000000256,3.06,7.6923
2022-01-03 09:30:00.000000000,2.97,7.6923
2022-01-03 09:40:00.000000000,2.93,8.3333
2022-01-03 09:50:00.000000000,3.03,8.3333
2022-01-03 10:00:00.000000000,3.09,7.6923
2022-01-03 10:09:59.999999744,3.24,7.6923
2022-01-03 10:20:00.000000000,3.18,7.6923
2022-01-03 10:30:00.000000000,2.71,7.6923
2022-01-03 10:40:00.000000000,2.86,7.6923
2022-01-03 10:50:00.000000256,2.91,8.3333
2022-01-03 11:00:00.000000000,2.74,7.1429
2022-01-03 11:10:00.000000000,3.39,7.6923
2022-01-03 11:20:00.000000000,3.68,7.6923
2022-01-03 11:30:00.000000000,3.32,8.3333
2022-01-03 11:39:59.999999744,3.22,8.3333
2022-01-03 11:50:00.000000000,3.12,8.3333
2022-01-03 12:00:00.000000000,3.38,8.3333
2022-01-03 12:10:00.000000000,3.44,8.3333
2022-01-03 12:20:00.000000256,3.1,8.3333
2022-01-03 12:30:00.000000000,3.15,7.6923
2022-01-03 12:40:00.000000000,3.4,7.6923
2022-01-03 12:50:00.000000000,3.26,8.3333
2022-01-03 13:00:00.000000000,3.13,7.6923
2022-01-03 13:09:59.999999744,3.5,8.3333
2022-01-03 13:20:00.000000000,3.52,8.3333
2022-01-03 13:30:00.000000000,3.21,8.3333
2022-01-03 13:40:00.000000000,3.22,8.3333
2022-01-03 13:50:00.000000256,3.2,8.3333
2022-01-03 14:00:00.000000000,3.15,7.6923
2022-01-03 14:10:00.000000000,3.29,7.6923
2022-01-03 14:20:00.000000000,3.35,8.3333
2022-01-03 14:30:00.000000000,3.37,8.3333
2022-01-03 14:39:59.999999744,3.38,8.3333
2022-01-03 14:50:00.000000000,3.22,8.3333
2022-01-03 15:00:00.000000000,3.25,8.3333
2022-01-03 15:10:00.000000000,3.58,7.6923
2022-01-03 15:20:00.000000256,3.47,7.6923
2022-01-03 15:30:00.000000000,3.32,8.3333
2022-01-03 15:40:00.000000000,3.47,8.3333
2022-01-03 15:50:00.000000000,3.4,7.6923
2022-01-03 16:00:00.000000000,3.2,7.6923
2022-01-03 16:09:59.999999744,3.4,8.3333
2022-01-03 16:20:00.000000000,3.39,7.6923
2022-01-03 16:30:00.000000000,3.23,7.6923
2022-01-03 16:40:00.000000000,3.11,7.6923
2022-01-03 16:50:00.000000256,3.06,8.3333
2022-01-03 17:00:00.000000000,3.42,7.6923
2022-01-03 17:10:00.000000000,3.4,7.6923
2022-01-03 17:20:00.000000000,3.2,8.3333
2022-01-03 17:30:00.000000000,3.31,8.3333
2022-01-03 17:39:59.999999744,3.17,7.6923
2022-01-03 17:50:00.000000000,3.03,7.6923
2022-01-03 18:00:00.000000000,3.15,8.3333
2022-01-03 18:10:00.000000000,3.04,8.3333
2022-01-03 18:20:00.000000256,3.03,8.3333
2022-01-03 18:30:00.000000000,2.94,7.6923
2022-01-03 18:40:00.000000000,2.84,8.3333
2022-01-03 18:50:00.000000000,2.94,8.3333
2022-01-03 19:00:00.000000000,3.1,7.6923
2022-01-03 19:09:59.999999744,2.99,7.6923
2022-01-03 19:20:00.000000000,2.68,7.6923
2022-01-03 19:30:00.000000000,2.62,7.6923
2022-01-03 19:40:00.000000000,2.64,7.6923
2022-01-03 19:50:00.000000256,2.53,8.3333
2022-01-03 20:00:00.000000000,2.71,8.3333
2022-01-03 20:10:00.000000000,2.7,8.3333
2022-01-03 20:20:00.000000000,2.38,7.6923
2022-01-03 20:30:00.000000000,2.5,8.3333
2022-01-03 20:39:59.999999744,2.54,8.3333
2022-01-03 20:50:00.000000000,2.41,7.6923
2022-01-03 21:00:00.000000000,2.41,7.6923
2022-01-03 21:10:00.000000000,2.51,8.3333
2022-01-03 21:20:00.000000256,2.49,8.3333
2022-01-03 21:30:00.000000000,2.45,7.1429
2022-01-03 21:40:00.000000000,2.29,7.1429
2022-01-03 21:50:00.000000000,2.07,7.1429
2022-01-03 22:00:00.000000000,2.39,7.6923
2022-01-03 22:09:59.999999744,2.43,7.6923
2022-01-03 22:20:00.000000000,2.37,7.6923
2022-01-03 22:30:00.000000000,2.52,7.6923
2022-01-03 22:40:00.000000000,2.52,7.1429
2022-01-03 22:50:00.000000256,2.32,7.6923
2022-01-03 23:00:00.000000000,2.21,7.6923
2022-01-03 23:10:00.000000000,2.1,7.6923
2022-01-03 23:20:00.000000000,2.19,7.1429
2022-01-03 23:30:00.000000000,2.3,7.1429
2022-01-03 23:39:59.999999744,2.2,7.6923
2022-01-03 23:50:00.000000000,2.19,7.6923
2022-01-04 00:00:00.000000000,2.28,7.6923
2022-01-04 00:10:00.000000000,2.27,7.6923
2022-01-04 00:20:00.000000256,2.26,7.1429
2022-01-04 00:30:00.000000000,2.37,7.1429
2022-01-04 00:40:00.000000000,2.46,12.5
2022-01-04 00:50:00.000000000,2.31,7.1429
2022-01-04 01:00:00.000000000,2.14,7.1429
2022-01-04 01:09:59.999999744,2.14,12.5
2022-01-04 01:20:00.000000000,2.24,7.1429
2022-01-04 01:30:00.000000000,2.41,7.6923
2022-01-04 01:40:00.000000000,2.41,12.5
2022-01-04 01:50:00.000000256,2.24,12.5
2022-01-04 02:00:00.000000000,2.23,7.6923
2022-01-04 02:10:00.000000000,2.3,7.6923
2022-01-04 02:20:00.000000000,2.41,7.6923
2022-01-04 02:30:00.000000000,2.42,7.6923
2022-01-04 02:39:59.999999744,2.5,7.6923
2022-01-04 02:50:00.000000000,2.54,12.5
2022-01-04 03:00:00.000000000,2.51,12.5
2022-01-04 03:10:00.000000000,2.6,11.1111
2022-01-04 03:20:00.000000256,2.65,7.6923
2022-01-04 03:30:00.000000000,2.7,7.6923
2022-01-04 03:40:00.000000000,2.69,9.0909
2022-01-04 03:50:00.000000000,2.75,9.0909
2022-01-04 04:00:00.000000000,2.66,9.0909
2022-01-04 04:09:59.999999744,2.39,9.0909
2022-01-04 04:20:00.000000000,2.42,9.0909
2022-01-04 04:30:00.000000000,2.62,8.3333
2022-01-04 04:40:00.000000000,2.58,8.3333
2022-01-04 04:50:00.000000256,2.38,11.1111
2022-01-04 05:00:00.000000000,2.34,7.6923
2022-01-04 05:10:00.000000000,2.37,7.6923
2022-01-04 05:20:00.000000000,2.56,8.3333
2022-01-04 05:30:00.000000000,2.81,8.3333
2022-01-04 05:39:59.999999744,2.6,11.1111
2022-01-04 05:50:00.000000000,2.42,11.1111
2022-01-04 06:00:00.000000000,2.38,11.1111
2022-01-04 06:10:00.000000000,2.45,11.1111
2022-01-04 06:20:00.000000256,2.39,7.6923
2022-01-04 06:30:00.000000000,2.44,9.0909
2022-01-04 06:40:00.000000000,2.52,9.0909
2022-01-04 06:50:00.000000000,2.59,10.0
2022-01-04 07:00:00.000000000,2.69,12.5
2022-01-04 07:09:59.999999744,2.49,7.1429
2022-01-04 07:20:00.000000000,2.42,8.3333
2022-01-04 07:30:00.000000000,2.56,11.1111
2022-01-04 07:40:00.000000000,2.66,7.6923
2022-01-04 07:50:00.000000256,2.7,7.6923
2022-01-04 08:00:00.000000000,2.6,8.3333
2022-01-04 08:10:00.000000000,2.61,7.6923
2022-01-04 08:20:00.000000000,2.74,7.6923
2022-01-04 08:30:00.000000000,2.65,8.3333
2022-01-04 08:39:59.999999744,2.7,7.6923
2022-01-04 08:50:00.000000000,2.77,9.0909
2022-01-04 09:00:00.000000000,2.73,12.5
2022-01-04 09:10:00.000000000,2.86,12.5
2022-01-04 09:20:00.000000256,2.8,16.6667
2022-01-04 09:30:00.000000000,3.15,9.0909
2022-01-04 09:40:00.000000000,3.42,9.0909
2022-01-04 09:50:00.000000000,3.33,12.5
2022-01-04 10:00:00.000000000,3.33,12.5
2022-01-04 10:09:59.999999744,3.49,12.5
2022-01-04 10:20:00.000000000,3.41,16.6667
2022-01-04 10:30:00.000000000,3.37,9.0909
2022-01-04 10:40:00.000000000,3.46,14.2857
2022-01-04 10:50:00.000000256,3.49,12.5
2022-01-04 11:00:00.000000000,3.51,9.0909
2022-01-04 11:10:00.000000000,3.62,9.0909
2022-01-04 11:20:00.000000000,3.95,16.6667
2022-01-04 11:30:00.000000000,3.96,16.6667
2022-01-04 11:39:59.999999744,3.71,10.0
2022-01-04 11:50:00.000000000,3.84,12.5
2022-01-04 12:00:00.000000000,3.86,12.5
2022-01-04 12:10:00.000000000,3.89,8.3333
2022-01-04 12:20:00.000000256,3.98,8.3333
2022-01-04 12:30:00.000000000,4.04,12.5
2022-01-04 12:40:00.000000000,4.05,11.1111
2022-01-04 12:50:00.000000000,3.96,11.1111
2022-01-04 13:00:00.000000000,3.91,10.0
2022-01-04 13:09:59.999999744,4.03,11.1111
2022-01-04 13:20:00.000000000,4.06,11.1111
2022-01-04 13:30:00.000000000,3.95,11.1111
2022-01-04 13:40:00.000000000,3.84,10.0
2022-01-04 13:50:00.000000256,3.81,10.0
2022-01-04 14:00:00.000000000,4.0,12.5
2022-01-04 14:10:00.000000000,4.33,11.1111
2022-01-04 14:20:00.000000000,4.19,10.0
2022-01-04 14:30:00.000000000,3.79,10.0
2022-01-04 14:39:59.999999744,3.7,10.0
2022-01-04 14:50:00.000000000,4.0,10.0
2022-01-04 15:00:00.000000000,3.96,10.0
2022-01-04 15:10:00.000000000,3.8,10.0
2022-01-04 15:20:00.000000256,3.86,10.0
2022-01-04 15:30:00.000000000,3.83,9.0909
2022-01-04 15:40:00.000000000,3.9,11.1111
2022-01-04 15:50:00.000000000,4.02,11.1111
2022-01-04 16:00:00.000000000,3.96,11.1111
2022-01-04 16:09:59.999999744,4.12,11.1111
2022-01-04 16:20:00.000000000,3.94,11.1111
2022-01-04 16:30:00.000000000,3.87,11.1111
2022-01-04 16:40:00.000000000,4.26,11.1111
2022-01-04 16:50:00.000000256,4.16,10.0
2022-01-04 17:00:00.000000000,3.99,10.0
2022-01-04 17:10:00.000000000,3.89,12.5
2022-01-04 17:20:00.000000000,4.0,11.1111
2022-01-04 17:30:00.000000000,4.03,11.1111
2022-01-04 17:39:59.999999744,4.02,12.5
2022-01-04 17:50:00.000000000,4.17,10.0
