TIME,VHM0,VTZA
2022-01-04 18:30:00,1.5,4.29
2022-01-04 19:00:00,1.42,4.21
2022-01-04 19:30:00,1.49,4.29
2022-01-04 20:00:00,1.52,4.25
2022-01-04 20:30:00,1.5,4.14
2022-01-04 21:00:00,1.62,4.25
2022-01-04 21:30:00,1.76,4.34
2022-01-04 22:00:00,1.82,4.5
2022-01-04 22:30:00,2.01,4.68
2022-01-04 23:00:00,1.83,4.57
2022-01-04 23:30:00,2.18,4.77
2022-01-05 00:00:00,2.45,4.87
2022-01-05 00:30:00,2.57,4.85
2022-01-05 01:00:00,2.63,4.98
2022-01-05 01:30:00,2.67,5.15
2022-01-05 02:00:00,2.47,4.98
2022-01-05 02:30:00,2.6,4.98
2022-01-05 03:00:00,2.63,5.15
2022-01-05 03:30:00,2.64,5.07
2022-01-05 04:00:00,2.56,5.16
2022-01-05 04:30:00,2.7,5.28
2022-01-05 05:00:00,2.65,5.27
2022-01-05 05:30:00,2.68,5.24
2022-01-05 06:00:00,2.8,5.39
2022-01-05 06:30:00,2.91,5.57
2022-01-05 07:00:00,2.46,5.34
2022-01-05 07:30:00,2.65,5.56
2022-01-05 08:00:00,2.59,5.52
2022-01-05 08:30:00,2.62,5.48
2022-01-05 09:00:00,2.76,5.63
2022-01-05 09:30:00,2.82,5.66
2022-01-05 10:00:00,2.55,5.55
2022-01-05 10:30:00,2.68,5.48
2022-01-05 11:00:00,2.92,5.6
2022-01-05 11:30:00,2.82,5.64
2022-01-05 12:00:00,2.86,5.47
2022-01-05 12:30:00,2.83,5.46
2022-01-05 13:00:00,3.02,5.54
2022-01-05 13:30:00,3.06,5.73
2022-01-05 14:00:00,2.64,5.41
2022-01-05 14:30:00,2.55,5.36
2022-01-05 15:00:00,2.54,5.32
2022-01-05 15:30:00,2.34,5.23
2022-01-05 16:00:00,2.3,5.28
2022-01-05 16:30:00,2.28,5.33
2022-01-05 17:00:00,2.17,5.03
2022-01-05 17:30:00,2.17,5.22
2022-01-05 18:00:00,2.17,5.34
2022-01-05 18:30:00,2.01,5.08
2022-01-05 19:00:00,2.09,5.19
2022-01-05 19:30:00,2.1,5.09
2022-01-05 20:00:00,2.19,5.36
2022-01-05 20:30:00,2.05,5.23
2022-01-05 21:00:00,2.17,5.16
2022-01-05 21:30:00,2.13,5.07
2022-01-05 22:00:00,2.15,5.15
2022-01-05 22:30:00,2.14,5.15
2022-01-05 23:00:00,2.04,5.17
2022-01-05 23:30:00,2.1,5.07
2022-01-06 00:00:00,2.19,5.22
2022-01-06 00:30:00,2.16,5.18
2022-01-06 01:00:00,2.16,5.19
2022-01-06 01:30:00,2.22,5.29
2022-01-06 02:00:00,2.2,5.59
2022-01-06 02:30:00,2.15,5.76
2022-01-06 03:00:00,2.03,5.69
2022-01-06 03:30:00,1.96,5.8
2022-01-06 04:00:00,1.8,5.83
2022-01-06 04:30:00,1.81,5.85
2022-01-06 05:00:00,1.68,5.69
2022-01-06 05:30:00,1.57,5.56
2022-01-06 06:00:00,1.56,5.68
2022-01-06 06:30:00,1.41,5.36
2022-01-06 07:00:00,1.36,5.31
2022-01-06 07:30:00,1.19,4.92
2022-01-06 08:00:00,1.22,5.09
2022-01-06 08:30:00,1.11,4.88
2022-01-06 09:00:00,1.13,4.88
2022-01-06 09:30:00,1.13,5.03
2022-01-06 10:00:00,1.12,5.02
2022-01-06 10:30:00,1.12,4.99
2022-01-06 11:00:00,1.1,4.88
2022-01-06 11:30:00,1.15,4.86
2022-01-06 12:00:00,1.16,4.87
2022-01-06 12:30:00,1.14,4.6
2022-01-06 13:00:00,1.2,4.45
2022-01-06 13:30:00,1.25,4.33
2022-01-06 14:00:00,1.23,4.22
2022-01-06 14:30:00,1.3,4.07
2022-01-06 15:00:00,1.34,3.88
2022-01-06 15:30:00,1.25,3.94
2022-01-06 16:00:00,1.19,3.73
2022-01-06 16:30:00,1.23,3.61
2022-01-06 17:00:00,1.26,3.56
2022-01-06 17:30:00,1.22,3.5
2022-01-06 18:00:00,1.27,3.44
2022-01-06 18:30:00,1.36,3.52
2022-01-06 19:00:00,1.51,3.62
2022-01-06 19:30:00,1.47,3.73
2022-01-06 20:00:00,1.54,3.95
2022-01-06 20:30:00,1.63,4.15
2022-01-06 21:00:00,1.71,4.35
2022-01-06 21:30:00,1.77,4.53
2022-01-06 22:00:00,1.89,4.79
2022-01-06 22:30:00,2.01,5.18
2022-01-06 23:00:00,2.09,5.13
2022-01-06 23:30:00,2.08,5.3
2022-01-07 00:00:00,2.2,5.43
2022-01-07 00:30:00,2.3,5.27
2022-01-07 01:00:00,2.32,5.12
2022-01-07 01:30:00,2.36,5.05
2022-01-07 02:00:00,2.53,5.05
2022-01-07 02:30:00,2.76,5.23
2022-01-07 03:00:00,2.42,4.9
2022-01-07 03:30:00,2.18,4.7
2022-01-07 04:00:00,2.01,4.65
2022-01-07 04:30:00,1.91,4.64
2022-01-07 05:00:00,1.76,4.29
2022-01-07 05:30:00,1.65,4.28
2022-01-07 06:00:00,1.73,4.15
2022-01-07 06:30:00,1.55,4.04
2022-01-07 07:00:00,1.53,3.97
2022-01-07 07:30:00,1.61,4.02
2022-01-07 08:00:00,1.6,4.08
2022-01-07 08:30:00,1.73,4.37
2022-01-07 09:00:00,1.67,4.45
2022-01-07 09:30:00,1.83,4.83
2022-01-07 10:00:00,1.66,4.81
2022-01-07 10:30:00,1.82,4.95
2022-01-07 11:00:00,1.74,4.91
2022-01-07 11:30:00,1.71,4.92
2022-01-07 12:00:00,1.71,4.92
2022-01-07 12:30:00,1.78,4.79
2022-01-07 13:00:00,1.75,4.58
2022-01-07 13:30:00,2.01,4.47
2022-01-07 14:00:00,1.87,4.24
2022-01-07 14:30:00,1.93,4.29
2022-01-07 15:00:00,1.95,4.27
2022-01-07 15:30:00,1.98,4.3
2022-01-07 16:00:00,1.76,4.13
2022-01-07 16:30:00,1.79,4.26
2022-01-07 17:00:00,1.61,4.12
2022-01-07 17:30:00,1.7,4.17
2022-01-07 18:00:00,1.53,4.11
2022-01-07 18:30:00,1.45,4.05
2022-01-07 19:00:00,1.35,4.13
2022-01-07 19:30:00,1.34,4.17
2022-01-07 20:00:00,1.18,3.97
2022-01-07 20:30:00,1.2,4.09
2022-01-07 21:00:00,1.21,4.09
2022-01-07 21:30:00,1.27,4.16
2022-01-07 22:00:00,1.21,4.11
2022-01-07 22:30:00,1.25,4.2
2022-01-07 23:00:00,1.24,4.18
2022-01-07 23:30:00,1.44,4.34
2022-01-08 00:00:00,1.56,4.5
2022-01-08 00:30:00,1.53,4.42
2022-01-08 01:00:00,1.61,4.45
2022-01-08 01:30:00,1.53,4.34
2022-01-08 02:00:00,1.65,4.33
2022-01-08 02:30:00,1.53,4.1
2022-01-08 03:00:00,1.47,4.14
2022-01-08 03:30:00,1.48,4.01
2022-01-08 04:00:00,1.33,3.92
2022-01-08 04:30:00,1.25,3.82
2022-01-08 05:00:00,1.28,3.92
2022-01-08 05:30:00,1.12,3.72
2022-01-08 06:00:00,1.11,3.87
2022-01-08 06:30:00,1.07,3.96
2022-01-08 07:00:00,1.05,3.84
2022-01-08 07:30:00,1.12,3.78
2022-01-08 08:00:00,1.09,3.56
2022-01-08 08:30:00,1.09,3.65
2022-01-08 09:00:00,1.08,3.61
2022-01-08 09:30:00,1.1,3.57
2022-01-08 10:00:00,1.14,3.68
2022-01-08 10:30:00,1.19,3.74
2022-01-08 11:00:00,1.36,3.98
2022-01-08 11:30:00,1.4,4.19
2022-01-08 12:00:00,1.58,4.4
2022-01-08 12:30:00,1.67,4.56
2022-01-08 13:00:00,1.71,4.6
2022-01-08 13:30:00,1.68,4.51
2022-01-08 14:00:00,1.79,4.37
2022-01-08 14:30:00,1.8,4.28
2022-01-08 15:00:00,2.09,4.45
2022-01-08 15:30:00,2.35,4.61
2022-01-08 16:00:00,2.38,4.56
2022-01-08 16:30:00,2.33,4.58
2022-01-08 17:00:00,2.29,4.65
2022-01-08 17:30:00,2.22,4.69
2022-01-08 18:00:00,2.16,4.6
2022-01-08 18:30:00,1.89,4.4
2022-01-08 19:00:00,1.7,4.33
2022-01-08 19:30:00,1.73,4.38
2022-01-08 20:00:00,1.54,4.07
2022-01-08 20:30:00,1.68,4.08
2022-01-08 21:00:00,1.76,4.22
2022-01-08 21:30:00,1.97,4.43
2022-01-08 22:00:00,2.25,4.78
2022-01-08 22:30:00,2.39,4.94
2022-01-08 23:00:00,2.21,4.85
2022-01-08 23:30:00,2.32,5.0
2022-01-09 00:00:00,2.43,5.08
2022-01-09 00:30:00,2.77,5.33
2022-01-09 01:00:00,2.76,5.3
2022-01-09 01:30:00,2.81,5.49
2022-01-09 02:00:00,2.99,5.52
2022-01-09 02:30:00,2.9,5.41
2022-01-09 03:00:00,2.78,5.24
2022-01-09 03:30:00,2.7,5.05
2022-01-09 04:00:00,2.74,4.98
2022-01-09 04:30:00,2.49,4.81
2022-01-09 05:00:00,2.47,4.78
2022-01-09 05:30:00,2.48,4.89
2022-01-09 06:00:00,2.35,4.74
2022-01-09 06:30:00,2.38,4.84
2022-01-09 07:00:00,2.14,4.65
2022-01-09 07:30:00,2.15,4.74
2022-01-09 08:00:00,2.17,4.79
2022-01-09 08:30:00,2.06,4.67
2022-01-09 09:00:00,2.16,4.79
2022-01-09 09:30:00,1.85,4.69
2022-01-09 10:00:00,1.97,4.74
2022-01-09 10:30:00,1.73,4.62
2022-01-09 11:00:00,1.73,4.82
2022-01-09 11:30:00,1.63,4.82
2022-01-09 12:00:00,1.58,4.71
2022-01-09 12:30:00,1.54,4.62
2022-01-09 13:00:00,1.57,4.72
2022-01-09 13:30:00,1.44,4.44
2022-01-09 14:00:00,1.44,4.52
2022-01-09 14:30:00,1.39,4.42
2022-01-09 15:00:00,1.49,4.38
2022-01-09 15:30:00,1.32,4.26
2022-01-09 16:00:00,1.43,4.13
2022-01-09 16:30:00,1.26,3.96
2022-01-09 17:00:00,1.17,4.03
2022-01-09 17:30:00,1.18,3.96
2022-01-09 18:00:00,1.22,4.17
2022-01-09 18:30:00,1.22,4.18
2022-01-09 19:00:00,1.16,4.34
2022-01-09 19:30:00,1.09,4.26
2022-01-09 20:00:00,1.1,4.36
2022-01-09 20:30:00,1.1,4.42
2022-01-09 21:00:00,0.98,4.23
2022-01-09 21:30:00,0.93,4.24
2022-01-09 22:00:00,0.88,4.23
2022-01-09 22:30:00,0.81,4.27
2022-01-09 23:00:00,0.77,4.23
2022-01-09 23:30:00,0.73,4.11
2022-01-10 00:00:00,0.73,4.09
2022-01-10 00:30:00,0.69,4.11
2022-01-10 01:00:00,0.71,4.08
2022-01-10 01:30:00,0.7,3.98
2022-01-10 02:00:00,0.65,3.99
2022-01-10 02:30:00,0.63,3.92
2022-01-10 03:00:00,0.65,3.98
2022-01-10 03:30:00,0.62,3.97
2022-01-10 04:00:00,0.58,3.74
2022-01-10 04:30:00,0.59,3.89
2022-01-10 05:00:00,0.6,3.84
2022-01-10 05:30:00,0.58,3.84
2022-01-10 06:00:00,0.55,3.6
2022-01-10 06:30:00,0.58,3.65
2022-01-10 07:00:00,0.56,3.57
2022-01-10 07:30:00,0.55,3.54
2022-01-10 08:00:00,0.56,3.6
2022-01-10 08:30:00,0.54,3.61
2022-01-10 09:00:00,0.54,3.63
2022-01-10 09:30:00,0.52,3.5
2022-01-10 10:00:00,0.53,3.51
2022-01-10 10:30:00,0.5,3.44
2022-01-10 11:00:00,0.5,3.19
2022-01-10 11:30:00,0.55,3.07
2022-01-10 12:00:00,0.59,3.02
2022-01-10 12:30:00,0.68,3.21
2022-01-10 13:00:00,0.67,3.19
2022-01-10 13:30:00,0.65,3.26
2022-01-10 14:00:00,0.63,3.27
2022-01-10 14:30:00,0.62,3.21
2022-01-10 15:00:00,0.71,3.23
2022-01-10 15:30:00,0.73,3.27
2022-01-10 16:00:00,0.78,3.18
2022-01-10 16:30:00,0.8,3.25
2022-01-10 17:00:00,0.82,3.24
2022-01-10 17:30:00,0.86,3.22
2022-01-10 18:00:00,0.83,3.22
2022-01-10 18:30:00,0.81,3.16
2022-01-10 19:00:00,0.86,3.21
2022-01-10 19:30:00,0.89,3.19
2022-01-10 20:00:00,0.88,3.16
2022-01-10 20:30:00,0.87,3.15
2022-01-10 21:00:00,0.92,3.23
2022-01-10 21:30:00,0.87,3.14
2022-01-10 22:00:00,0.96,3.18
2022-01-10 22:30:00,0.85,3.13
2022-01-10 23:00:00,0.89,3.18
2022-01-10 23:30:00,0.96,3.29
2022-01-11 00:00:00,0.91,3.36
2022-01-11 00:30:00,0.92,3.33
2022-01-11 01:00:00,0.95,3.55
2022-01-11 01:30:00,1.05,3.61
2022-01-11 02:00:00,1.02,3.67
2022-01-11 02:30:00,0.94,3.63
2022-01-11 03:00:00,0.94,3.63
2022-01-11 03:30:00,1.07,3.72
2022-01-11 04:00:00,1.04,3.6
2022-01-11 04:30:00,1.03,3.52
2022-01-11 05:00:00,0.99,3.47
2022-01-11 05:30:00,1.05,3.48
2022-01-11 06:00:00,0.98,3.33
2022-01-11 06:30:00,0.98,3.23
2022-01-11 07:00:00,0.91,3.22
2022-01-11 07:30:00,0.92,3.16
2022-01-11 08:00:00,0.9,3.19
2022-01-11 08:30:00,0.93,3.12
2022-01-11 09:00:00,0.89,3.11
2022-01-11 09:30:00,0.88,3.17
2022-01-11 10:00:00,0.9,3.14
2022-01-11 10:30:00,0.88,3.2
2022-01-11 11:00:00,0.84,3.22
2022-01-11 11:30:00,0.75,3.22
2022-01-11 12:00:00,0.79,3.24
2022-01-11 12:30:00,0.75,3.28
2022-01-11 13:00:00,0.74,3.32
2022-01-11 13:30:00,0.78,3.38
2022-01-11 14:00:00,0.74,3.47
2022-01-11 14:30:00,0.71,3.42
2022-01-11 15:00:00,0.74,3.48
2022-01-11 15:30:00,0.75,3.56
2022-01-11 16:00:00,0.78,3.5
2022-01-11 16:30:00,0.79,3.41
2022-01-11 17:00:00,0.77,3.34
2022-01-11 17:30:00,0.73,3.21
2022-01-11 18:00:00,0.77,3.23
2022-01-11 18:30:00,0.88,3.32
2022-01-11 19:00:00,0.8,3.16
2022-01-11 19:30:00,0.84,3.23
2022-01-11 20:00:00,0.79,3.14
2022-01-11 20:30:00,0.74,3.13
2022-01-11 21:00:00,0.68,3.18
2022-01-11 21:30:00,0.65,3.18
2022-01-11 22:00:00,0.63,3.16
2022-01-11 22:30:00,0.57,3.12
2022-01-11 23:00:00,0.59,3.22
2022-01-11 23:30:00,0.53,3.19
2022-01-12 00:00:00,0.58,3.27
2022-01-12 00:30:00,0.54,3.28
2022-01-12 01:00:00,0.53,3.17
2022-01-12 01:30:00,0.51,3.37
2022-01-12 02:00:00,0.51,3.45
2022-01-12 02:30:00,0.46,3.26
2022-01-12 03:00:00,0.5,3.0
2022-01-12 03:30:00,0.53,2.86
2022-01-12 04:00:00,0.55,2.84
2022-01-12 04:30:00,0.56,2.84
2022-01-12 05:00:00,0.59,2.79
2022-01-12 05:30:00,0.59,2.83
2022-01-12 06:00:00,0.55,2.86
2022-01-12 06:30:00,0.58,2.89
2022-01-12 07:00:00,0.57,2.9
2022-01-12 07:30:00,0.58,2.99
2022-01-12 08:00:00,0.52,3.09
2022-01-12 08:30:00,0.5,3.15
2022-01-12 09:00:00,0.55,3.21
2022-01-12 09:30:00,0.51,3.21
2022-01-12 10:00:00,0.48,3.26
2022-01-12 10:30:00,0.51,3.2
2022-01-12 11:00:00,0.48,3.2
2022-01-12 11:30:00,0.44,3.11
2022-01-12 12:00:00,0.46,3.15
2022-01-12 12:30:00,0.41,3.13
2022-01-12 13:00:00,0.39,3.09
2022-01-12 13:30:00,0.41,3.16
2022-01-12 14:00:00,0.38,3.05
2022-01-12 14:30:00,0.36,3.04
2022-01-12 15:00:00,0.34,3.03
2022-01-12 15:30:00,0.34,3.04
2022-01-12 16:00:00,0.32,3.09
2022-01-12 16:30:00,0.33,2.97
2022-01-12 17:00:00,0.33,3.04
2022-01-12 17:30:00,0.32,3.09
2022-01-12 18:00:00,0.31,3.11
2022-01-12 18:30:00,0.31,3.26
2022-01-12 19:00:00,0.32,3.16
2022-01-12 19:30:00,0.34,3.22
2022-01-12 20:00:00,0.34,3.29
2022-01-12 20:30:00,0.33,3.36
2022-01-12 21:00:00,0.31,3.39
2022-01-12 21:30:00,0.33,3.38
2022-01-12 22:00:00,0.33,3.3
2022-01-12 22:30:00,0.31,3.45
2022-01-12 23:00:00,0.31,3.34
2022-01-12 23:30:00,0.32,3.38
2022-01-13 00:00:00,0.33,3.14
2022-01-13 00:30:00,0.33,3.01
2022-01-13 01:00:00,0.32,2.97
2022-01-13 01:30:00,0.32,2.9
2022-01-13 02:00:00,0.34,2.89
2022-01-13 02:30:00,0.36,2.84
2022-01-13 03:00:00,0.37,2.94
2022-01-13 03:30:00,0.44,2.94
2022-01-13 04:00:00,0.44,2.97
2022-01-13 04:30:00,0.45,3.12
2022-01-13 05:00:00,0.46,3.05
2022-01-13 05:30:00,0.44,3.13
2022-01-13 06:00:00,0.48,3.09
2022-01-13 06:30:00,0.48,3.13
2022-01-13 07:00:00,0.47,3.15
2022-01-13 07:30:00,0.49,3.08
2022-01-13 08:00:00,0.46,2.99
2022-01-13 08:30:00,0.49,3.11
2022-01-13 09:00:00,0.48,2.83
2022-01-13 09:30:00,0.48,2.88
2022-01-13 10:00:00,0.48,2.82
2022-01-13 10:30:00,0.48,2.82
2022-01-13 11:00:00,0.47,2.84
2022-01-13 11:30:00,0.46,2.94
2022-01-13 12:00:00,0.45,2.98
2022-01-13 12:30:00,0.44,2.91
2022-01-13 13:00:00,0.43,2.95
2022-01-13 13:30:00,0.43,2.94
2022-01-13 14:00:00,0.42,2.95
2022-01-13 14:30:00,0.4,3.0
2022-01-13 15:00:00,0.41,3.02
2022-01-13 15:30:00,0.41,3.08
2022-01-13 16:00:00,0.38,3.09
2022-01-13 16:30:00,0.41,3.0
2022-01-13 17:00:00,0.36,2.99
2022-01-13 17:30:00,0.4,3.04
2022-01-13 18:00:00,0.39,2.97
2022-01-13 18:30:00,0.43,3.05
2022-01-13 19:00:00,0.43,2.93
2022-01-13 19:30:00,0.46,2.9
2022-01-13 20:00:00,0.45,2.89
2022-01-13 20:30:00,0.46,2.84
2022-01-13 21:00:00,0.49,2.79
2022-01-13 21:30:00,0.5,2.77
2022-01-13 22:00:00,0.51,2.84
2022-01-13 22:30:00,0.48,2.85
2022-01-13 23:00:00,0.48,2.89
2022-01-13 23:30:00,0.47,2.9
2022-01-14 00:00:00,0.45,2.91
2022-01-14 00:30:00,0.44,2.98
2022-01-14 01:00:00,0.45,3.04
2022-01-14 01:30:00,0.41,3.13
2022-01-14 02:00:00,0.42,3.13
2022-01-14 02:30:00,0.43,3.01
2022-01-14 03:00:00,0.47,3.02
2022-01-14 03:30:00,0.48,3.05
2022-01-14 04:00:00,0.5,3.11
2022-01-14 04:30:00,0.5,3.14
2022-01-14 05:00:00,0.49,3.19
2022-01-14 05:30:00,0.46,3.26
2022-01-14 06:00:00,0.48,3.2
2022-01-14 06:30:00,0.47,3.13
2022-01-14 07:00:00,0.51,3.09
2022-01-14 07:30:00,0.5,3.02
2022-01-14 08:00:00,0.53,3.12
2022-01-14 08:30:00,0.51,3.17
2022-01-14 09:00:00,0.5,3.36
2022-01-14 09:30:00,0.51,3.42
2022-01-14 10:00:00,0.5,3.51
2022-01-14 10:30:00,0.48,3.57
2022-01-14 11:00:00,0.48,3.59
2022-01-14 11:30:00,0.46,3.57
2022-01-14 12:00:00,0.45,3.71
2022-01-14 12:30:00,0.46,3.82
2022-01-14 13:00:00,0.47,3.85
2022-01-14 13:30:00,0.48,4.06
2022-01-14 14:00:00,0.46,3.92
2022-01-14 14:30:00,0.47,4.03
2022-01-14 15:00:00,0.5,4.18
2022-01-14 15:30:00,0.5,4.09
2022-01-14 16:00:00,0.47,4.04
2022-01-14 16:30:00,0.49,3.98
2022-01-14 17:00:00,0.49,3.94
2022-01-14 17:30:00,0.51,4.16
2022-01-14 18:00:00,0.51,4.02
2022-01-14 18:30:00,0.48,3.87
2022-01-14 19:00:00,0.48,3.87
2022-01-14 19:30:00,0.46,4.1
2022-01-14 20:00:00,0.48,4.13
