datetime,significant_wave_height,peak_wave_period
2022-01-15 05:10:00.000000000,0.99,9.0909
2022-01-15 05:20:00.000000000,0.97,9.0909
2022-01-15 05:30:00.000000000,0.93,9.0909
2022-01-15 05:39:59.999999744,0.93,10.0
2022-01-15 05:50:00.000000000,0.95,10.0
2022-01-15 06:00:00.000000000,0.97,10.0
2022-01-15 06:10:00.000000000,0.99,10.0
2022-01-15 06:20:00.000000256,1.02,10.0
2022-01-15 06:30:00.000000000,1.01,10.0
2022-01-15 06:40:00.000000000,0.99,10.0
2022-01-15 06:50:00.000000000,1.0,9.0909
2022-01-15 07:00:00.000000000,1.0,9.0909
2022-01-15 07:09:59.999999744,1.02,9.0909
2022-01-15 07:20:00.000000000,1.06,10.0
2022-01-15 07:30:00.000000000,1.0,10.0
2022-01-15 07:40:00.000000000,0.96,10.0
2022-01-15 07:50:00.000000256,0.97,10.0
2022-01-15 08:00:00.000000000,0.94,10.0
2022-01-15 08:10:00.000000000,0.97,10.0
2022-01-15 08:20:00.000000000,0.97,11.1111
2022-01-15 08:30:00.000000000,0.97,11.1111
2022-01-15 08:39:59.999999744,0.98,10.0
2022-01-15 08:50:00.000000000,0.97,10.0
2022-01-15 09:00:00.000000000,0.99,10.0
2022-01-15 09:10:00.000000000,1.02,10.0
2022-01-15 09:20:00.000000256,0.98,9.0909
2022-01-15 09:30:00.000000000,0.95,9.0909
2022-01-15 09:40:00.000000000,0.98,9.0909
2022-01-15 09:50:00.000000000,0.99,10.0
2022-01-15 10:00:00.000000000,0.98,11.1111
2022-01-15 10:09:59.999999744,1.02,10.0
2022-01-15 10:20:00.000000000,1.06,10.0
2022-01-15 10:30:00.000000000,1.08,10.0
2022-01-15 10:40:00.000000000,1.05,12.5
2022-01-15 10:50:00.000000256,1.02,12.5
2022-01-15 11:00:00.000000000,1.0,9.0909
2022-01-15 11:10:00.000000000,0.97,10.0
2022-01-15 11:20:00.000000000,1.01,9.0909
2022-01-15 11:30:00.000000000,1.04,12.5
2022-01-15 11:39:59.999999744,1.06,12.5
2022-01-15 11:50:00.000000000,1.04,12.5
2022-01-15 12:00:00.000000000,0.97,10.0
2022-01-15 12:10:00.000000000,0.98,10.0
2022-01-15 12:20:00.000000256,1.05,12.5
2022-01-15 12:30:00.000000000,1.08,12.5
2022-01-15 12:40:00.000000000,1.02,12.5
2022-01-15 12:50:00.000000000,1.04,12.5
2022-01-15 13:00:00.000000000,1.07,12.5
2022-01-15 13:09:59.999999744,1.04,12.5
2022-01-15 13:20:00.000000000,1.0,11.1111
2022-01-15 13:30:00.000000000,1.02,11.1111
2022-01-15 13:40:00.000000000,1.04,11.1111
2022-01-15 13:50:00.000000256,1.01,9.0909
2022-01-15 14:00:00.000000000,1.0,10.0
2022-01-15 14:10:00.000000000,0.96,10.0
2022-01-15 14:20:00.000000000,0.92,12.5
2022-01-15 14:30:00.000000000,0.96,12.5
2022-01-15 14:39:59.999999744,0.95,12.5
2022-01-15 14:50:00.000000000,0.89,12.5
2022-01-15 15:00:00.000000000,0.91,12.5
2022-01-15 15:10:00.000000000,0.89,12.5
2022-01-15 15:20:00.000000256,0.83,12.5
2022-01-15 15:30:00.000000000,0.86,11.1111
2022-01-15 15:40:00.000000000,0.88,11.1111
2022-01-15 15:50:00.000000000,0.9,12.5
2022-01-15 16:00:00.000000000,0.88,11.1111
2022-01-15 16:09:59.999999744,0.87,11.1111
2022-01-15 16:20:00.000000000,0.87,11.1111
2022-01-15 16:30:00.000000000,0.85,8.3333
2022-01-15 16:40:00.000000000,0.85,11.1111
2022-01-15 16:50:00.000000256,0.86,11.1111
2022-01-15 17:00:00.000000000,0.88,11.1111
2022-01-15 17:10:00.000000000,0.89,9.0909
2022-01-15 17:20:00.000000000,0.92,12.5
2022-01-15 17:30:00.000000000,0.91,11.1111
2022-01-15 17:39:59.999999744,0.94,11.1111
2022-01-15 17:50:00.000000000,1.0,11.1111
2022-01-15 18:00:00.000000000,0.92,10.0
2022-01-15 18:10:00.000000000,0.89,10.0
2022-01-15 18:20:00.000000256,0.93,10.0
2022-01-15 18:30:00.000000000,0.97,11.1111
2022-01-15 18:40:00.000000000,0.95,11.1111
2022-01-15 18:50:00.000000000,0.93,11.1111
2022-01-15 19:00:00.000000000,0.95,11.1111
2022-01-15 19:09:59.999999744,0.93,10.0
2022-01-15 19:20:00.000000000,0.9,10.0
2022-01-15 19:30:00.000000000,0.93,11.1111
2022-01-15 19:40:00.000000000,0.99,11.1111
2022-01-15 19:50:00.000000256,0.97,11.1111
2022-01-15 20:00:00.000000000,0.93,11.1111
2022-01-15 20:10:00.000000000,0.95,11.1111
2022-01-15 20:20:00.000000000,0.98,11.1111
2022-01-15 20:30:00.000000000,0.98,11.1111
2022-01-15 20:39:59.999999744,1.01,11.1111
2022-01-15 20:50:00.000000000,0.99,4.3478
2022-01-15 21:00:00.000000000,0.89,4.3478
2022-01-15 21:10:00.000000000,0.93,10.0
2022-01-15 21:20:00.000000256,0.98,10.0
2022-01-15 21:30:00.000000000,1.0,4.1667
2022-01-15 21:40:00.000000000,1.01,4.1667
2022-01-15 21:50:00.000000000,0.93,11.1111
2022-01-15 22:00:00.000000000,0.91,4.3478
2022-01-15 22:09:59.999999744,0.91,4.3478
2022-01-15 22:20:00.000000000,0.92,11.1111
2022-01-15 22:30:00.000000000,0.95,11.1111
2022-01-15 22:40:00.000000000,0.96,10.0
2022-01-15 22:50:00.000000256,0.92,10.0
2022-01-15 23:00:00.000000000,0.92,11.1111
2022-01-15 23:10:00.000000000,0.97,4.3478
2022-01-15 23:20:00.000000000,1.03,4.3478
2022-01-15 23:30:00.000000000,1.02,4.1667
2022-01-15 23:39:59.999999744,1.01,4.1667
2022-01-15 23:50:00.000000000,1.03,4.3478
2022-01-16 00:00:00.000000000,1.02,11.1111
2022-01-16 00:10:00.000000000,1.02,11.1111
2022-01-16 00:20:00.000000256,1.01,4.1667
2022-01-16 00:30:00.000000000,1.01,4.1667
2022-01-16 00:40:00.000000000,1.05,4.0
2022-01-16 00:50:00.000000000,1.06,4.0
2022-01-16 01:00:00.000000000,1.09,4.0
2022-01-16 01:09:59.999999744,1.07,3.8462
2022-01-16 01:20:00.000000000,1.1,3.7037
2022-01-16 01:30:00.000000000,1.16,3.8462
2022-01-16 01:40:00.000000000,1.19,3.8462
2022-01-16 01:50:00.000000256,1.21,4.0
2022-01-16 02:00:00.000000000,1.23,4.0
2022-01-16 02:10:00.000000000,1.24,4.0
2022-01-16 02:20:00.000000000,1.28,4.3478
2022-01-16 02:30:00.000000000,1.25,4.3478
2022-01-16 02:39:59.999999744,1.24,4.5455
2022-01-16 02:50:00.000000000,1.23,4.5455
2022-01-16 03:00:00.000000000,1.19,4.5455
2022-01-16 03:10:00.000000000,1.29,4.3478
2022-01-16 03:20:00.000000256,1.31,4.3478
2022-01-16 03:30:00.000000000,1.25,4.7619
2022-01-16 03:40:00.000000000,1.22,4.5455
2022-01-16 03:50:00.000000000,1.18,4.5455
2022-01-16 04:00:00.000000000,1.21,4.7619
2022-01-16 04:09:59.999999744,1.22,4.7619
2022-01-16 04:20:00.000000000,1.2,4.7619
2022-01-16 04:30:00.000000000,1.21,4.5455
2022-01-16 04:40:00.000000000,1.29,4.5455
2022-01-16 04:50:00.000000256,1.35,4.5455
2022-01-16 05:00:00.000000000,1.37,4.5455
2022-01-16 05:10:00.000000000,1.37,4.7619
2022-01-16 05:20:00.000000000,1.3,4.7619
2022-01-16 05:30:00.000000000,1.33,4.7619
2022-01-16 05:39:59.999999744,1.42,4.7619
2022-01-16 05:50:00.000000000,1.4,4.7619
2022-01-16 06:00:00.000000000,1.41,5.0
2022-01-16 06:10:00.000000000,1.46,5.0
2022-01-16 06:20:00.000000256,1.48,5.0
2022-01-16 06:30:00.000000000,1.52,5.0
2022-01-16 06:40:00.000000000,1.59,5.2632
2022-01-16 06:50:00.000000000,1.59,5.2632
2022-01-16 07:00:00.000000000,1.69,5.0
2022-01-16 07:09:59.999999744,1.66,5.0
2022-01-16 07:20:00.000000000,1.64,5.2632
2022-01-16 07:30:00.000000000,1.68,5.2632
2022-01-16 07:40:00.000000000,1.72,5.5556
2022-01-16 07:50:00.000000256,1.75,5.8824
2022-01-16 08:00:00.000000000,1.79,5.8824
2022-01-16 08:10:00.000000000,1.79,5.8824
2022-01-16 08:20:00.000000000,1.87,6.25
2022-01-16 08:30:00.000000000,1.9,6.25
2022-01-16 08:39:59.999999744,1.8,6.25
2022-01-16 08:50:00.000000000,1.74,6.25
2022-01-16 09:00:00.000000000,1.69,6.25
2022-01-16 09:10:00.000000000,1.74,5.5556
2022-01-16 09:20:00.000000256,1.79,6.25
2022-01-16 09:30:00.000000000,1.66,6.25
2022-01-16 09:40:00.000000000,1.65,5.8824
2022-01-16 09:50:00.000000000,1.68,5.8824
2022-01-16 10:00:00.000000000,1.57,5.8824
2022-01-16 10:09:59.999999744,1.54,5.8824
2022-01-16 10:20:00.000000000,1.62,5.5556
2022-01-16 10:30:00.000000000,1.6,5.5556
2022-01-16 10:40:00.000000000,1.5,5.5556
2022-01-16 10:50:00.000000256,1.55,5.5556
2022-01-16 11:00:00.000000000,1.48,5.8824
2022-01-16 11:10:00.000000000,1.36,5.5556
2022-01-16 11:20:00.000000000,1.52,5.2632
2022-01-16 11:30:00.000000000,1.64,5.5556
2022-01-16 11:39:59.999999744,1.56,5.5556
2022-01-16 11:50:00.000000000,1.57,5.5556
2022-01-16 12:00:00.000000000,1.62,5.2632
2022-01-16 12:10:00.000000000,1.54,5.8824
2022-01-16 12:20:00.000000256,1.52,5.5556
2022-01-16 12:30:00.000000000,1.56,5.2632
2022-01-16 12:40:00.000000000,1.68,5.2632
2022-01-16 12:50:00.000000000,1.66,5.2632
2022-01-16 13:00:00.000000000,1.64,5.2632
2022-01-16 13:09:59.999999744,1.64,5.2632
2022-01-16 13:20:00.000000000,1.6,5.2632
2022-01-16 13:30:00.000000000,1.57,5.2632
2022-01-16 13:40:00.000000000,1.65,5.2632
2022-01-16 13:50:00.000000256,1.75,5.0
2022-01-16 14:00:00.000000000,1.68,5.0
2022-01-16 14:10:00.000000000,1.5,5.2632
2022-01-16 14:20:00.000000000,1.52,5.2632
2022-01-16 14:30:00.000000000,1.65,5.2632
2022-01-16 14:39:59.999999744,1.75,5.2632
2022-01-16 14:50:00.000000000,1.75,5.5556
2022-01-16 15:00:00.000000000,1.72,5.5556
2022-01-16 15:10:00.000000000,1.73,5.5556
2022-01-16 15:20:00.000000256,1.69,5.5556
2022-01-16 15:30:00.000000000,1.69,5.5556
2022-01-16 15:40:00.000000000,1.63,5.5556
2022-01-16 15:50:00.000000000,1.53,5.0
2022-01-16 16:00:00.000000000,1.64,4.3478
2022-01-16 16:09:59.999999744,1.53,5.5556
2022-01-16 16:20:00.000000000,1.55,5.5556
2022-01-16 16:30:00.000000000,1.6,5.5556
2022-01-16 16:40:00.000000000,1.56,5.2632
2022-01-16 16:50:00.000000256,1.63,5.0
2022-01-16 17:00:00.000000000,1.65,5.0
2022-01-16 17:10:00.000000000,1.64,5.2632
2022-01-16 17:20:00.000000000,1.67,5.5556
2022-01-16 17:30:00.000000000,1.67,5.5556
2022-01-16 17:39:59.999999744,1.65,5.5556
2022-01-16 17:50:00.000000000,1.67,5.5556
2022-01-16 18:00:00.000000000,1.71,5.2632
2022-01-16 18:10:00.000000000,1.64,5.5556
2022-01-16 18:20:00.000000256,1.61,5.5556
2022-01-16 18:30:00.000000000,1.56,5.5556
2022-01-16 18:40:00.000000000,1.45,5.5556
2022-01-16 18:50:00.000000000,1.52,5.2632
2022-01-16 19:00:00.000000000,1.54,5.5556
2022-01-16 19:09:59.999999744,1.45,5.2632
2022-01-16 19:20:00.000000000,1.41,5.2632
2022-01-16 19:30:00.000000000,1.47,5.2632
2022-01-16 19:40:00.000000000,1.53,5.2632
2022-01-16 19:50:00.000000256,1.5,5.2632
2022-01-16 20:00:00.000000000,1.49,5.2632
2022-01-16 20:10:00.000000000,1.5,5.8824
2022-01-16 20:20:00.000000000,1.44,5.5556
2022-01-16 20:30:00.000000000,1.4,5.5556
2022-01-16 20:39:59.999999744,1.42,5.2632
2022-01-16 20:50:00.000000000,1.48,5.2632
2022-01-16 21:00:00.000000000,1.49,5.5556
2022-01-16 21:10:00.000000000,1.56,5.5556
2022-01-16 21:20:00.000000256,1.55,5.5556
2022-01-16 21:30:00.000000000,1.51,5.5556
2022-01-16 21:40:00.000000000,1.49,5.5556
2022-01-16 21:50:00.000000000,1.41,5.5556
2022-01-16 22:00:00.000000000,1.42,5.2632
2022-01-16 22:09:59.999999744,1.42,5.5556
2022-01-16 22:20:00.000000000,1.5,5.8824
2022-01-16 22:30:00.000000000,1.51,5.8824
2022-01-16 22:40:00.000000000,1.38,6.25
2022-01-16 22:50:00.000000256,1.39,5.5556
2022-01-16 23:00:00.000000000,1.46,6.25
2022-01-16 23:10:00.000000000,1.41,5.8824
2022-01-16 23:20:00.000000000,1.45,5.8824
2022-01-16 23:30:00.000000000,1.56,6.25
2022-01-16 23:39:59.999999744,1.52,5.8824
2022-01-16 23:50:00.000000000,1.51,5.8824
2022-01-17 00:00:00.000000000,1.53,5.8824
2022-01-17 00:10:00.000000000,1.53,5.2632
2022-01-17 00:20:00.000000256,1.5,5.2632
2022-01-17 00:30:00.000000000,1.48,5.8824
2022-01-17 00:40:00.000000000,1.48,5.8824
2022-01-17 00:50:00.000000000,1.49,6.25
2022-01-17 01:00:00.000000000,1.56,6.25
2022-01-17 01:09:59.999999744,1.57,6.25
2022-01-17 01:20:00.000000000,1.52,6.25
2022-01-17 01:30:00.000000000,1.62,6.25
2022-01-17 01:40:00.000000000,1.63,6.25
2022-01-17 01:50:00.000000256,1.61,6.25
2022-01-17 02:00:00.000000000,1.67,5.8824
2022-01-17 02:10:00.000000000,1.68,6.25
2022-01-17 02:20:00.000000000,1.67,6.25
2022-01-17 02:30:00.000000000,1.63,6.6667
2022-01-17 02:39:59.999999744,1.67,6.25
2022-01-17 02:50:00.000000000,1.68,6.25
2022-01-17 03:00:00.000000000,1.66,5.5556
2022-01-17 03:10:00.000000000,1.73,5.2632
2022-01-17 03:20:00.000000256,1.77,6.6667
2022-01-17 03:30:00.000000000,1.84,6.6667
2022-01-17 03:40:00.000000000,1.88,6.6667
2022-01-17 03:50:00.000000000,1.84,5.0
2022-01-17 04:00:00.000000000,1.76,5.0
2022-01-17 04:09:59.999999744,1.75,5.5556
2022-01-17 04:20:00.000000000,1.86,7.6923
2022-01-17 04:30:00.000000000,1.92,5.2632
2022-01-17 04:40:00.000000000,1.98,5.2632
2022-01-17 04:50:00.000000256,1.93,5.5556
2022-01-17 05:00:00.000000000,1.9,7.1429
2022-01-17 05:10:00.000000000,1.92,5.8824
2022-01-17 05:20:00.000000000,1.87,6.6667
2022-01-17 05:30:00.000000000,1.98,6.25
2022-01-17 05:39:59.999999744,1.99,5.8824
2022-01-17 05:50:00.000000000,1.94,5.5556
2022-01-17 06:00:00.000000000,1.98,5.5556
2022-01-17 06:10:00.000000000,1.93,6.25
2022-01-17 06:20:00.000000256,1.89,6.6667
2022-01-17 06:30:00.000000000,1.95,6.6667
2022-01-17 06:40:00.000000000,1.93,5.5556
2022-01-17 06:50:00.000000000,1.98,5.2632
2022-01-17 07:00:00.000000000,2.03,6.6667
2022-01-17 07:09:59.999999744,1.97,6.25
2022-01-17 07:20:00.000000000,2.01,6.25
2022-01-17 07:30:00.000000000,2.08,7.6923
2022-01-17 07:40:00.000000000,2.16,6.6667
2022-01-17 07:50:00.000000256,2.18,6.6667
2022-01-17 08:00:00.000000000,2.16,7.1429
2022-01-17 08:10:00.000000000,2.09,5.8824
2022-01-17 08:20:00.000000000,2.14,7.1429
2022-01-17 08:30:00.000000000,2.24,7.1429
2022-01-17 08:39:59.999999744,2.25,6.6667
2022-01-17 08:50:00.000000000,2.22,7.6923
2022-01-17 09:00:00.000000000,2.25,7.6923
2022-01-17 09:10:00.000000000,2.26,7.6923
2022-01-17 09:20:00.000000256,2.12,7.1429
2022-01-17 09:30:00.000000000,2.05,8.3333
2022-01-17 09:40:00.000000000,2.12,7.6923
2022-01-17 09:50:00.000000000,2.25,7.6923
2022-01-17 10:00:00.000000000,2.23,7.6923
2022-01-17 10:09:59.999999744,2.22,8.3333
2022-01-17 10:20:00.000000000,2.3,8.3333
2022-01-17 10:30:00.000000000,2.33,8.3333
2022-01-17 10:40:00.000000000,2.35,7.6923
2022-01-17 10:50:00.000000256,2.31,7.6923
2022-01-17 11:00:00.000000000,2.31,8.3333
2022-01-17 11:10:00.000000000,2.3,7.6923
2022-01-17 11:20:00.000000000,2.41,7.6923
2022-01-17 11:30:00.000000000,2.51,7.6923
2022-01-17 11:39:59.999999744,2.49,7.6923
2022-01-17 11:50:00.000000000,2.51,7.6923
2022-01-17 12:00:00.000000000,2.52,8.3333
2022-01-17 12:10:00.000000000,2.46,8.3333
2022-01-17 12:20:00.000000256,2.33,8.3333
2022-01-17 12:30:00.000000000,2.34,7.6923
2022-01-17 12:40:00.000000000,2.34,9.0909
2022-01-17 12:50:00.000000000,2.3,9.0909
2022-01-17 13:00:00.000000000,2.42,9.0909
2022-01-17 13:09:59.999999744,2.57,9.0909
2022-01-17 13:20:00.000000000,2.55,8.3333
2022-01-17 13:30:00.000000000,2.52,9.0909
2022-01-17 13:40:00.000000000,2.48,10.0
2022-01-17 13:50:00.000000256,2.49,8.3333
2022-01-17 14:00:00.000000000,2.51,8.3333
2022-01-17 14:10:00.000000000,2.47,8.3333
2022-01-17 14:20:00.000000000,2.59,8.3333
2022-01-17 14:30:00.000000000,2.55,8.3333
2022-01-17 14:39:59.999999744,2.42,9.0909
2022-01-17 14:50:00.000000000,2.45,9.0909
2022-01-17 15:00:00.000000000,2.36,9.0909
2022-01-17 15:10:00.000000000,2.38,10.0
2022-01-17 15:20:00.000000256,2.52,10.0
2022-01-17 15:30:00.000000000,2.47,7.1429
2022-01-17 15:40:00.000000000,2.51,11.1111
2022-01-17 15:50:00.000000000,2.47,10.0
2022-01-17 16:00:00.000000000,2.3,10.0
2022-01-17 16:09:59.999999744,2.45,10.0
2022-01-17 16:20:00.000000000,2.45,11.1111
2022-01-17 16:30:00.000000000,2.21,11.1111
2022-01-17 16:40:00.000000000,2.22,10.0
2022-01-17 16:50:00.000000256,2.23,7.1429
2022-01-17 17:00:00.000000000,2.22,7.1429
2022-01-17 17:10:00.000000000,2.27,10.0
2022-01-17 17:20:00.000000000,2.36,10.0
2022-01-17 17:30:00.000000000,2.35,10.0
2022-01-17 17:39:59.999999744,2.26,10.0
2022-01-17 17:50:00.000000000,2.21,10.0
2022-01-17 18:00:00.000000000,2.13,9.0909
2022-01-17 18:10:00.000000000,2.21,8.3333
2022-01-17 18:20:00.000000256,2.35,8.3333
2022-01-17 18:30:00.000000000,2.34,10.0
2022-01-17 18:40:00.000000000,2.32,9.0909
2022-01-17 18:50:00.000000000,2.29,9.0909
2022-01-17 19:00:00.000000000,2.17,8.3333
2022-01-17 19:09:59.999999744,2.25,10.0
2022-01-17 19:20:00.000000000,2.21,10.0
2022-01-17 19:30:00.000000000,2.11,9.0909
2022-01-17 19:40:00.000000000,2.28,7.6923
2022-01-17 19:50:00.000000256,2.26,7.6923
2022-01-17 20:00:00.000000000,2.08,8.3333
2022-01-17 20:10:00.000000000,2.11,10.0
2022-01-17 20:20:00.000000000,2.12,10.0
2022-01-17 20:30:00.000000000,1.94,8.3333
2022-01-17 20:39:59.999999744,1.89,10.0
2022-01-17 20:50:00.000000000,1.94,6.6667
2022-01-17 21:00:00.000000000,1.91,8.3333
2022-01-17 21:10:00.000000000,1.89,10.0
2022-01-17 21:20:00.000000256,1.89,6.6667
2022-01-17 21:30:00.000000000,1.92,10.0
2022-01-17 21:40:00.000000000,2.04,10.0
2022-01-17 21:50:00.000000000,2.04,9.0909
2022-01-17 22:00:00.000000000,1.94,9.0909
2022-01-17 22:09:59.999999744,1.93,8.3333
2022-01-17 22:20:00.000000000,2.04,9.0909
2022-01-17 22:30:00.000000000,2.04,9.0909
2022-01-17 22:40:00.000000000,1.95,10.0
2022-01-17 22:50:00.000000256,1.8,9.0909
2022-01-17 23:00:00.000000000,1.81,10.0
2022-01-17 23:10:00.000000000,1.99,10.0
2022-01-17 23:20:00.000000000,1.93,10.0
2022-01-17 23:30:00.000000000,1.86,10.0
2022-01-17 23:39:59.999999744,1.8,10.0
2022-01-17 23:50:00.000000000,1.75,10.0
2022-01-18 00:00:00.000000000,1.87,9.0909
2022-01-18 00:10:00.000000000,1.98,9.0909
2022-01-18 00:20:00.000000256,2.05,11.1111
2022-01-18 00:30:00.000000000,2.0,9.0909
2022-01-18 00:40:00.000000000,1.98,8.3333
2022-01-18 00:50:00.000000000,1.91,7.6923
2022-01-18 01:00:00.000000000,1.76,10.0
2022-01-18 01:09:59.999999744,1.73,8.3333
2022-01-18 01:20:00.000000000,1.75,8.3333
2022-01-18 01:30:00.000000000,1.74,11.1111
2022-01-18 01:40:00.000000000,1.77,9.0909
2022-01-18 01:50:00.000000256,1.78,9.0909
2022-01-18 02:00:00.000000000,1.76,9.0909
2022-01-18 02:10:00.000000000,1.85,9.0909
2022-01-18 02:20:00.000000000,1.89,9.0909
