TIME,VHM0,VTZA
2022-01-03 16:00:00,0.12,3.55
2022-01-03 16:30:00,0.14,3.31
2022-01-03 17:00:00,0.15,3.29
2022-01-03 17:30:00,0.12,3.4
2022-01-03 18:00:00,0.12,3.3
2022-01-03 18:30:00,0.1,3.45
2022-01-03 19:00:00,0.1,3.19
2022-01-03 19:30:00,0.13,2.94
2022-01-03 20:00:00,0.11,3.18
2022-01-03 20:30:00,0.09,3.07
2022-01-03 21:00:00,0.09,3.14
2022-01-03 21:30:00,0.1,3.41
2022-01-03 22:00:00,0.13,3.17
2022-01-03 22:30:00,0.14,3.14
2022-01-03 23:00:00,0.13,3.22
2022-01-03 23:30:00,0.17,3.69
2022-01-04 00:00:00,0.33,3.61
2022-01-04 00:30:00,0.44,3.34
2022-01-04 01:00:00,0.45,3.31
2022-01-04 01:30:00,0.27,3.23
2022-01-04 02:00:00,0.16,3.28
2022-01-04 02:30:00,0.19,3.08
2022-01-04 03:00:00,0.15,3.37
2022-01-04 03:30:00,0.16,3.06
2022-01-04 04:00:00,0.15,3.4
2022-01-04 04:30:00,0.14,3.44
2022-01-04 05:00:00,0.11,3.35
2022-01-04 05:30:00,0.14,3.18
2022-01-04 06:00:00,0.13,3.15
2022-01-04 06:30:00,0.09,3.45
2022-01-04 07:00:00,0.1,3.33
2022-01-04 07:30:00,0.11,2.95
2022-01-04 08:00:00,0.15,3.22
2022-01-04 08:30:00,0.14,2.88
2022-01-04 09:00:00,0.1,2.66
2022-01-04 09:30:00,0.13,2.59
2022-01-04 10:00:00,0.1,2.99
2022-01-04 10:30:00,0.17,2.92
2022-01-04 11:00:00,0.18,3.09
2022-01-04 11:30:00,0.2,3.06
2022-01-04 12:00:00,0.25,3.38
2022-01-04 12:30:00,0.46,3.59
2022-01-04 13:00:00,0.71,3.65
2022-01-04 13:30:00,0.49,3.36
2022-01-04 14:00:00,0.41,3.08
2022-01-04 14:30:00,0.39,2.91
2022-01-04 15:00:00,0.42,3.07
2022-01-04 15:30:00,0.49,3.16
2022-01-04 16:00:00,0.44,3.31
2022-01-04 16:30:00,0.5,3.5
2022-01-04 17:00:00,0.45,3.24
2022-01-04 17:30:00,0.51,3.26
2022-01-04 18:00:00,0.51,3.24
2022-01-04 18:30:00,0.44,3.25
2022-01-04 19:00:00,0.43,3.32
2022-01-04 19:30:00,0.41,3.22
2022-01-04 20:00:00,0.46,3.26
2022-01-04 20:30:00,0.49,3.29
2022-01-04 21:00:00,0.53,3.13
2022-01-04 21:30:00,0.36,3.11
2022-01-04 22:00:00,0.38,3.14
2022-01-04 22:30:00,0.47,3.38
2022-01-04 23:00:00,0.53,3.55
2022-01-04 23:30:00,0.58,3.63
2022-01-05 00:00:00,0.63,3.66
2022-01-05 00:30:00,0.69,3.7
2022-01-05 01:00:00,0.9,4.33
2022-01-05 01:30:00,1.29,4.59
2022-01-05 02:00:00,1.38,4.79
2022-01-05 02:30:00,1.15,4.93
2022-01-05 03:00:00,0.99,4.64
2022-01-05 03:30:00,1.01,4.91
2022-01-05 04:00:00,0.87,4.54
2022-01-05 04:30:00,0.79,4.71
2022-01-05 05:00:00,0.73,4.76
2022-01-05 05:30:00,0.58,4.13
2022-01-05 06:00:00,0.61,4.33
2022-01-05 06:30:00,0.58,3.92
2022-01-05 07:00:00,0.5,3.65
2022-01-05 07:30:00,0.53,3.58
2022-01-05 08:00:00,0.46,3.29
2022-01-05 08:30:00,0.48,3.27
2022-01-05 09:00:00,0.55,3.39
2022-01-05 09:30:00,0.5,3.36
2022-01-05 10:00:00,0.52,3.6
2022-01-05 10:30:00,0.58,3.75
2022-01-05 11:00:00,0.7,4.03
2022-01-05 11:30:00,0.75,4.2
2022-01-05 12:00:00,0.76,4.02
2022-01-05 12:30:00,0.87,4.6
2022-01-05 13:00:00,0.9,4.6
2022-01-05 13:30:00,1.46,5.13
2022-01-05 14:00:00,1.36,5.03
2022-01-05 14:30:00,0.96,4.89
2022-01-05 15:00:00,1.04,5.24
2022-01-05 15:30:00,0.93,4.92
2022-01-05 16:00:00,0.87,4.69
2022-01-05 16:30:00,0.81,4.49
2022-01-05 17:00:00,0.79,4.45
2022-01-05 17:30:00,0.62,4.4
2022-01-05 18:00:00,0.62,4.71
2022-01-05 18:30:00,0.7,4.56
2022-01-05 19:00:00,0.51,3.84
2022-01-05 19:30:00,0.55,3.89
2022-01-05 20:00:00,0.56,3.78
2022-01-05 20:30:00,0.59,3.71
2022-01-05 21:00:00,0.64,3.62
2022-01-05 21:30:00,0.6,3.55
2022-01-05 22:00:00,0.56,3.44
2022-01-05 22:30:00,0.52,3.75
2022-01-05 23:00:00,0.7,4.11
2022-01-05 23:30:00,0.75,3.97
2022-01-06 00:00:00,0.71,4.07
2022-01-06 00:30:00,0.68,4.52
2022-01-06 01:00:00,0.75,4.53
2022-01-06 01:30:00,0.75,4.54
2022-01-06 02:00:00,0.81,5.0
2022-01-06 02:30:00,1.19,5.22
2022-01-06 03:00:00,1.19,5.58
2022-01-06 03:30:00,0.79,5.63
2022-01-06 04:00:00,0.73,5.51
2022-01-06 04:30:00,0.69,5.33
2022-01-06 05:00:00,0.51,5.2
2022-01-06 05:30:00,0.44,4.93
2022-01-06 06:00:00,0.48,4.87
2022-01-06 06:30:00,0.42,4.6
2022-01-06 07:00:00,0.32,4.59
2022-01-06 07:30:00,0.3,4.18
2022-01-06 08:00:00,0.28,4.24
2022-01-06 08:30:00,0.26,3.94
2022-01-06 09:00:00,0.26,3.8
2022-01-06 09:30:00,0.25,3.46
2022-01-06 10:00:00,0.3,3.28
2022-01-06 10:30:00,0.3,3.58
2022-01-06 11:00:00,0.3,3.3
2022-01-06 11:30:00,0.3,3.57
2022-01-06 12:00:00,0.31,3.79
2022-01-06 12:30:00,0.3,4.12
2022-01-06 13:00:00,0.31,4.4
2022-01-06 13:30:00,0.38,4.45
2022-01-06 14:00:00,0.68,4.8
2022-01-06 14:30:00,0.79,4.24
2022-01-06 15:00:00,0.67,4.89
2022-01-06 15:30:00,0.44,5.47
2022-01-06 16:00:00,0.36,5.56
2022-01-06 16:30:00,0.32,5.22
2022-01-06 17:00:00,0.27,4.77
2022-01-06 17:30:00,0.23,4.54
2022-01-06 18:00:00,0.18,4.97
2022-01-06 18:30:00,0.15,4.25
2022-01-06 19:00:00,0.17,4.21
2022-01-06 19:30:00,0.15,3.3
2022-01-06 20:00:00,0.13,2.91
2022-01-06 20:30:00,0.07,3.22
2022-01-06 21:00:00,0.09,2.88
2022-01-06 21:30:00,0.07,3.04
2022-01-06 22:00:00,0.12,3.45
2022-01-06 22:30:00,0.11,3.2
2022-01-06 23:00:00,0.11,3.05
2022-01-06 23:30:00,0.09,3.46
2022-01-07 00:00:00,0.09,3.35
2022-01-07 00:30:00,0.09,3.17
2022-01-07 01:00:00,0.14,3.28
2022-01-07 01:30:00,0.17,3.44
2022-01-07 02:00:00,0.42,4.25
2022-01-07 02:30:00,0.52,4.06
2022-01-07 03:00:00,0.47,4.19
2022-01-07 03:30:00,0.27,3.93
2022-01-07 04:00:00,0.25,3.83
2022-01-07 04:30:00,0.23,3.59
2022-01-07 05:00:00,0.15,3.66
2022-01-07 05:30:00,0.14,3.56
2022-01-07 06:00:00,0.13,3.53
2022-01-07 06:30:00,0.11,3.71
2022-01-07 07:00:00,0.15,3.47
2022-01-07 07:30:00,0.16,3.23
2022-01-07 08:00:00,0.19,3.19
2022-01-07 08:30:00,0.11,3.65
2022-01-07 09:00:00,0.12,3.84
2022-01-07 09:30:00,0.15,3.77
2022-01-07 10:00:00,0.15,3.36
2022-01-07 10:30:00,0.17,3.07
2022-01-07 11:00:00,0.17,3.53
2022-01-07 11:30:00,0.14,3.46
2022-01-07 12:00:00,0.15,3.1
2022-01-07 12:30:00,0.16,3.47
2022-01-07 13:00:00,0.18,3.49
2022-01-07 13:30:00,0.18,3.57
2022-01-07 14:00:00,0.41,3.72
2022-01-07 14:30:00,0.68,3.87
2022-01-07 15:00:00,0.76,3.75
2022-01-07 15:30:00,0.65,3.63
2022-01-07 16:00:00,0.5,3.38
2022-01-07 16:30:00,0.35,3.37
2022-01-07 17:00:00,0.34,3.48
2022-01-07 17:30:00,0.33,3.36
2022-01-07 18:00:00,0.28,3.34
2022-01-07 18:30:00,0.28,3.22
2022-01-07 19:00:00,0.29,3.4
2022-01-07 19:30:00,0.25,3.32
2022-01-07 20:00:00,0.25,3.36
2022-01-07 20:30:00,0.2,3.29
2022-01-07 21:00:00,0.21,3.05
2022-01-07 21:30:00,0.24,2.97
2022-01-07 22:00:00,0.28,2.8
2022-01-07 22:30:00,0.34,2.72
2022-01-07 23:00:00,0.34,2.81
2022-01-07 23:30:00,0.32,2.94
2022-01-08 00:00:00,0.28,2.96
2022-01-08 00:30:00,0.3,3.09
2022-01-08 01:00:00,0.34,3.1
2022-01-08 01:30:00,0.41,3.12
2022-01-08 02:00:00,0.4,3.21
2022-01-08 02:30:00,0.35,3.45
2022-01-08 03:00:00,0.42,3.72
2022-01-08 03:30:00,0.6,3.95
2022-01-08 04:00:00,0.72,3.86
2022-01-08 04:30:00,0.49,3.78
2022-01-08 05:00:00,0.48,3.94
2022-01-08 05:30:00,0.45,4.26
2022-01-08 06:00:00,0.39,4.16
2022-01-08 06:30:00,0.33,4.05
2022-01-08 07:00:00,0.29,4.51
2022-01-08 07:30:00,0.27,4.41
2022-01-08 08:00:00,0.29,3.93
2022-01-08 08:30:00,0.17,4.05
2022-01-08 09:00:00,0.13,3.98
2022-01-08 09:30:00,0.13,3.69
2022-01-08 10:00:00,0.12,3.89
2022-01-08 10:30:00,0.1,4.05
2022-01-08 11:00:00,0.12,3.51
2022-01-08 11:30:00,0.08,3.45
2022-01-08 12:00:00,0.1,3.43
2022-01-08 12:30:00,0.09,3.65
2022-01-08 13:00:00,0.08,2.78
2022-01-08 13:30:00,0.1,3.03
2022-01-08 14:00:00,0.11,2.76
2022-01-08 14:30:00,0.22,3.03
2022-01-08 15:00:00,0.27,3.44
2022-01-08 15:30:00,0.28,3.21
2022-01-08 16:00:00,0.24,3.14
2022-01-08 16:30:00,0.23,3.01
2022-01-08 17:00:00,0.2,3.01
2022-01-08 17:30:00,0.18,2.69
2022-01-08 18:00:00,0.15,2.93
2022-01-08 18:30:00,0.14,2.94
2022-01-08 19:00:00,0.12,3.41
2022-01-08 19:30:00,0.13,3.36
2022-01-08 20:00:00,0.16,3.1
2022-01-08 20:30:00,0.13,3.08
2022-01-08 21:00:00,0.25,2.38
2022-01-08 21:30:00,0.35,2.27
2022-01-08 22:00:00,0.49,2.61
2022-01-08 22:30:00,0.5,2.9
2022-01-08 23:00:00,0.49,2.91
2022-01-08 23:30:00,0.44,2.88
2022-01-09 00:00:00,0.44,2.81
2022-01-09 00:30:00,0.38,2.65
2022-01-09 01:00:00,0.43,2.61
2022-01-09 01:30:00,0.51,2.91
2022-01-09 02:00:00,0.55,2.99
2022-01-09 02:30:00,0.56,3.02
2022-01-09 03:00:00,0.52,3.15
2022-01-09 03:30:00,0.69,3.7
2022-01-09 04:00:00,1.05,4.43
2022-01-09 04:30:00,1.2,4.46
2022-01-09 05:00:00,1.05,4.42
2022-01-09 05:30:00,0.9,4.45
2022-01-09 06:00:00,0.81,4.53
2022-01-09 06:30:00,0.73,4.37
2022-01-09 07:00:00,0.62,4.03
2022-01-09 07:30:00,0.51,3.97
2022-01-09 08:00:00,0.48,4.13
2022-01-09 08:30:00,0.44,3.83
2022-01-09 09:00:00,0.56,4.23
2022-01-09 09:30:00,0.42,3.67
2022-01-09 10:00:00,0.39,3.46
2022-01-09 10:30:00,0.34,3.48
2022-01-09 11:00:00,0.38,3.3
2022-01-09 11:30:00,0.41,3.19
2022-01-09 12:00:00,0.42,3.18
2022-01-09 12:30:00,0.39,3.32
2022-01-09 13:00:00,0.34,3.36
2022-01-09 13:30:00,0.28,3.41
2022-01-09 14:00:00,0.31,3.41
2022-01-09 14:30:00,0.34,3.65
2022-01-09 15:00:00,0.35,3.62
2022-01-09 15:30:00,0.32,3.97
2022-01-09 16:00:00,0.51,4.3
2022-01-09 16:30:00,0.8,4.54
2022-01-09 17:00:00,0.72,4.52
2022-01-09 17:30:00,0.54,4.34
2022-01-09 18:00:00,0.5,4.38
2022-01-09 18:30:00,0.46,3.99
2022-01-09 19:00:00,0.4,4.46
2022-01-09 19:30:00,0.36,4.37
2022-01-09 20:00:00,0.35,4.22
2022-01-09 20:30:00,0.31,4.38
2022-01-09 21:00:00,0.3,4.47
2022-01-09 21:30:00,0.24,4.06
2022-01-09 22:00:00,0.24,4.25
2022-01-09 22:30:00,0.2,4.0
2022-01-09 23:00:00,0.16,3.97
2022-01-09 23:30:00,0.19,3.61
2022-01-10 00:00:00,0.19,3.76
2022-01-10 00:30:00,0.18,3.35
2022-01-10 01:00:00,0.21,3.49
2022-01-10 01:30:00,0.2,3.26
2022-01-10 02:00:00,0.2,3.47
2022-01-10 02:30:00,0.2,3.4
2022-01-10 03:00:00,0.21,3.41
2022-01-10 03:30:00,0.21,3.68
2022-01-10 04:00:00,0.23,3.79
2022-01-10 04:30:00,0.31,4.15
2022-01-10 05:00:00,0.35,3.85
2022-01-10 05:30:00,0.41,3.97
2022-01-10 06:00:00,0.35,4.02
2022-01-10 06:30:00,0.27,4.22
2022-01-10 07:00:00,0.21,4.15
2022-01-10 07:30:00,0.18,3.97
2022-01-10 08:00:00,0.19,3.75
2022-01-10 08:30:00,0.17,3.55
2022-01-10 09:00:00,0.15,3.71
2022-01-10 09:30:00,0.15,3.58
2022-01-10 10:00:00,0.14,3.57
2022-01-10 10:30:00,0.15,2.98
2022-01-10 11:00:00,0.11,3.52
2022-01-10 11:30:00,0.09,3.63
2022-01-10 12:00:00,0.09,3.45
2022-01-10 12:30:00,0.11,2.87
2022-01-10 13:00:00,0.12,3.04
2022-01-10 13:30:00,0.1,3.17
2022-01-10 14:00:00,0.12,3.18
2022-01-10 14:30:00,0.1,3.03
2022-01-10 15:00:00,0.15,3.0
2022-01-10 15:30:00,0.1,3.34
2022-01-10 16:00:00,0.13,2.96
2022-01-10 16:30:00,0.15,3.13
2022-01-10 17:00:00,0.17,3.72
2022-01-10 17:30:00,0.23,3.61
2022-01-10 18:00:00,0.16,3.84
2022-01-10 18:30:00,0.15,2.88
2022-01-10 19:00:00,0.13,2.94
2022-01-10 19:30:00,0.14,3.23
2022-01-10 20:00:00,0.12,2.89
2022-01-10 20:30:00,0.08,3.58
2022-01-10 21:00:00,0.14,2.77
2022-01-10 21:30:00,0.08,3.16
2022-01-10 22:00:00,0.07,3.34
2022-01-10 22:30:00,0.11,2.83
2022-01-10 23:00:00,0.09,2.74
2022-01-10 23:30:00,0.09,3.1
2022-01-11 00:00:00,0.04,3.42
2022-01-11 00:30:00,0.06,2.96
2022-01-11 01:00:00,0.06,2.8
2022-01-11 01:30:00,0.09,2.52
2022-01-11 02:00:00,0.06,2.89
2022-01-11 02:30:00,0.08,2.65
2022-01-11 03:00:00,0.06,2.6
2022-01-11 03:30:00,0.05,2.98
2022-01-11 04:00:00,0.05,3.04
2022-01-11 04:30:00,0.13,3.25
2022-01-11 05:00:00,0.09,3.18
2022-01-11 05:30:00,0.14,3.03
2022-01-11 06:00:00,0.16,3.0
2022-01-11 06:30:00,0.15,3.07
2022-01-11 07:00:00,0.15,2.87
2022-01-11 07:30:00,0.11,3.05
2022-01-11 08:00:00,0.11,2.89
2022-01-11 08:30:00,0.11,2.91
2022-01-11 09:00:00,0.07,3.05
2022-01-11 09:30:00,0.11,2.76
2022-01-11 10:00:00,0.06,3.03
2022-01-11 10:30:00,0.11,2.73
2022-01-11 11:00:00,0.06,2.99
2022-01-11 11:30:00,0.11,2.85
2022-01-11 12:00:00,0.08,2.85
2022-01-11 12:30:00,0.09,2.54
2022-01-11 13:00:00,0.13,2.99
2022-01-11 13:30:00,0.06,3.04
2022-01-11 14:00:00,0.07,2.92
2022-01-11 14:30:00,0.09,2.76
2022-01-11 15:00:00,0.1,2.86
2022-01-11 15:30:00,0.12,2.79
2022-01-11 16:00:00,0.08,3.06
2022-01-11 16:30:00,0.08,2.63
2022-01-11 17:00:00,0.1,3.08
2022-01-11 17:30:00,0.12,2.88
2022-01-11 18:00:00,0.16,3.0
2022-01-11 18:30:00,0.17,2.81
2022-01-11 19:00:00,0.19,2.76
2022-01-11 19:30:00,0.15,2.9
2022-01-11 20:00:00,0.11,2.89
2022-01-11 20:30:00,0.14,2.77
2022-01-11 21:00:00,0.14,2.82
2022-01-11 21:30:00,0.1,2.73
2022-01-11 22:00:00,0.07,2.92
2022-01-11 22:30:00,0.09,2.74
2022-01-11 23:00:00,0.08,2.9
2022-01-11 23:30:00,0.15,2.77
2022-01-12 00:00:00,0.09,2.64
2022-01-12 00:30:00,0.06,2.94
2022-01-12 01:00:00,0.08,2.85
2022-01-12 01:30:00,0.06,2.98
2022-01-12 02:00:00,0.07,2.95
2022-01-12 02:30:00,0.09,2.8
2022-01-12 03:00:00,0.09,2.73
2022-01-12 03:30:00,0.09,2.94
2022-01-12 04:00:00,0.09,3.0
2022-01-12 04:30:00,0.12,2.68
2022-01-12 05:00:00,0.09,2.97
2022-01-12 05:30:00,0.1,3.11
2022-01-12 06:00:00,0.14,2.79
2022-01-12 06:30:00,0.12,2.9
2022-01-12 07:00:00,0.15,2.84
2022-01-12 07:30:00,0.19,2.87
2022-01-12 08:00:00,0.22,2.75
2022-01-12 08:30:00,0.23,2.81
2022-01-12 09:00:00,0.18,2.9
2022-01-12 09:30:00,0.17,2.81
2022-01-12 10:00:00,0.15,3.05
2022-01-12 10:30:00,0.15,3.1
2022-01-12 11:00:00,0.15,3.03
2022-01-12 11:30:00,0.14,3.21
2022-01-12 12:00:00,0.14,3.06
2022-01-12 12:30:00,0.13,3.16
2022-01-12 13:00:00,0.13,3.15
2022-01-12 13:30:00,0.12,3.35
2022-01-12 14:00:00,0.14,3.14
2022-01-12 14:30:00,0.16,3.04
2022-01-12 15:00:00,0.17,2.9
2022-01-12 15:30:00,0.15,2.92
2022-01-12 16:00:00,0.16,2.67
2022-01-12 16:30:00,0.17,2.7
2022-01-12 17:00:00,0.16,2.76
2022-01-12 17:30:00,0.14,2.65
2022-01-12 18:00:00,0.13,2.82
2022-01-12 18:30:00,0.13,2.85
2022-01-12 19:00:00,0.21,3.07
2022-01-12 19:30:00,0.15,3.13
2022-01-12 20:00:00,0.17,3.15
2022-01-12 20:30:00,0.24,3.41
2022-01-12 21:00:00,0.17,3.46
2022-01-12 21:30:00,0.11,3.65
2022-01-12 22:00:00,0.1,3.76
2022-01-12 22:30:00,0.09,3.54
2022-01-12 23:00:00,0.12,2.67
2022-01-12 23:30:00,0.08,3.32
2022-01-13 00:00:00,0.08,3.13
2022-01-13 00:30:00,0.07,3.45
2022-01-13 01:00:00,0.07,3.24
2022-01-13 01:30:00,0.07,3.16
2022-01-13 02:00:00,0.1,2.96
2022-01-13 02:30:00,0.08,3.36
2022-01-13 03:00:00,0.1,2.99
2022-01-13 03:30:00,0.07,3.13
2022-01-13 04:00:00,0.09,3.16
2022-01-13 04:30:00,0.1,3.04
2022-01-13 05:00:00,0.1,3.32
2022-01-13 05:30:00,0.1,3.32
2022-01-13 06:00:00,0.12,3.61
2022-01-13 06:30:00,0.14,3.19
2022-01-13 07:00:00,0.15,3.41
2022-01-13 07:30:00,0.18,3.51
2022-01-13 08:00:00,0.22,3.71
2022-01-13 08:30:00,0.26,3.52
2022-01-13 09:00:00,0.25,3.53
2022-01-13 09:30:00,0.23,3.66
2022-01-13 10:00:00,0.22,3.3
2022-01-13 10:30:00,0.16,3.57
2022-01-13 11:00:00,0.16,3.0
2022-01-13 11:30:00,0.15,2.89
2022-01-13 12:00:00,0.12,3.38
2022-01-13 12:30:00,0.1,3.56
2022-01-13 13:00:00,0.13,3.01
2022-01-13 13:30:00,0.11,2.95
2022-01-13 14:00:00,0.09,3.36
2022-01-13 14:30:00,0.09,3.11
2022-01-13 15:00:00,0.13,2.69
2022-01-13 15:30:00,0.12,3.12
2022-01-13 16:00:00,0.13,2.94
2022-01-13 16:30:00,0.12,2.89
2022-01-13 17:00:00,0.13,3.05
2022-01-13 17:30:00,0.11,2.97
2022-01-13 18:00:00,0.1,2.97
2022-01-13 18:30:00,0.11,3.28
2022-01-13 19:00:00,0.09,3.24
2022-01-13 19:30:00,0.12,3.12
2022-01-13 20:00:00,0.13,3.42
2022-01-13 20:30:00,0.22,3.4
2022-01-13 21:00:00,0.25,3.4
2022-01-13 21:30:00,0.29,3.31
2022-01-13 22:00:00,0.26,3.46
2022-01-13 22:30:00,0.18,3.86
2022-01-13 23:00:00,0.17,3.19
2022-01-13 23:30:00,0.14,3.58
2022-01-14 00:00:00,0.13,3.41
2022-01-14 00:30:00,0.12,3.88
2022-01-14 01:00:00,0.12,4.04
2022-01-14 01:30:00,0.11,3.87
2022-01-14 02:00:00,0.11,3.58
2022-01-14 02:30:00,0.11,3.65
2022-01-14 03:00:00,0.11,3.48
2022-01-14 03:30:00,0.11,3.59
2022-01-14 04:00:00,0.11,3.39
2022-01-14 04:30:00,0.15,3.25
2022-01-14 05:00:00,0.12,3.0
2022-01-14 05:30:00,0.14,2.99
2022-01-14 06:00:00,0.14,2.79
2022-01-14 06:30:00,0.14,2.8
2022-01-14 07:00:00,0.15,3.24
2022-01-14 07:30:00,0.16,3.14
2022-01-14 08:00:00,0.18,3.24
2022-01-14 08:30:00,0.27,3.38
2022-01-14 09:00:00,0.35,3.73
2022-01-14 09:30:00,0.45,3.55
2022-01-14 10:00:00,0.46,3.59
2022-01-14 10:30:00,0.41,3.8
2022-01-14 11:00:00,0.29,3.67
2022-01-14 11:30:00,0.26,3.93
2022-01-14 12:00:00,0.27,3.95
2022-01-14 12:30:00,0.26,3.55
2022-01-14 13:00:00,0.22,3.92
2022-01-14 13:30:00,0.21,3.97
2022-01-14 14:00:00,0.2,3.76
2022-01-14 14:30:00,0.18,3.63
2022-01-14 15:00:00,0.18,3.32
2022-01-14 15:30:00,0.18,3.43
2022-01-14 16:00:00,0.17,3.39
2022-01-14 16:30:00,0.18,3.28
2022-01-14 17:00:00,0.19,3.1
2022-01-14 17:30:00,0.17,3.08
2022-01-14 18:00:00,0.2,3.09
2022-01-14 18:30:00,0.21,3.03
2022-01-14 19:00:00,0.19,3.08
2022-01-14 19:30:00,0.19,2.87
2022-01-14 20:00:00,0.16,3.22
