TIME,VHM0,VTZA,VTPK
2022-02-01 05:00:00,2.14,6.52,10.0
2022-02-01 05:30:00,1.98,7.12,10.0
2022-02-01 06:00:00,2.03,8.32,10.53
2022-02-01 10:30:00,2.4,8.48,7.14
2022-02-01 11:00:00,2.42,5.84,6.25
2022-02-01 11:30:00,2.61,7.16,6.67
2022-02-02 21:30:00,1.67,13.19,5.88
2022-02-03 00:00:00,1.51,7.62,6.25
2022-02-03 11:30:00,1.32,9.49,4.76
2022-02-03 12:00:00,1.37,4.55,5.0
2022-02-03 12:30:00,1.34,4.97,5.56
2022-02-03 14:00:00,1.38,7.04,5.56
2022-02-03 14:30:00,1.42,5.0,5.26
2022-02-03 15:00:00,1.38,6.15,5.26
2022-02-03 15:30:00,1.36,5.69,5.56
2022-02-03 18:00:00,1.29,9.91,5.88
2022-02-03 19:30:00,1.27,5.22,6.25
2022-02-03 20:00:00,1.25,5.17,5.88
2022-02-03 20:30:00,1.22,5.34,5.56
2022-02-03 21:00:00,1.29,5.72,5.88
2022-02-03 21:30:00,1.33,6.46,5.56
2022-02-04 14:00:00,1.67,6.04,7.69
2022-02-06 03:00:00,2.98,7.59,10.0
2022-02-06 03:30:00,2.99,9.18,10.0
2022-02-06 06:30:00,2.41,8.72,10.0
2022-02-06 19:00:00,2.48,7.57,8.33
2022-02-06 20:30:00,2.27,6.63,8.33
2022-02-07 17:30:00,2.77,14.24,8.33
2022-02-07 19:30:00,2.59,10.01,9.09
2022-02-07 20:30:00,2.32,9.81,8.33
2022-02-08 22:30:00,1.68,8.49,7.69
2022-02-08 23:30:00,1.69,8.68,18.18
2022-02-09 01:30:00,1.78,10.28,7.69
2022-02-09 02:00:00,1.88,8.56,20.0
2022-02-09 03:00:00,1.81,10.08,20.0
2022-02-09 03:30:00,1.67,9.15,6.67
2022-02-09 05:00:00,1.74,8.69,9.09
2022-02-11 01:00:00,1.72,18.77,8.33
2022-02-11 03:30:00,1.58,7.94,8.33
2022-02-11 04:00:00,1.58,6.95,8.33
2022-02-11 04:30:00,1.47,6.37,9.09
2022-02-11 05:00:00,1.61,8.86,8.33
2022-02-11 08:00:00,1.86,8.37,8.33
2022-02-11 19:00:00,1.69,8.39,8.33
2022-02-11 20:00:00,1.64,8.24,9.09
2022-02-11 20:30:00,1.73,8.1,7.14
2022-02-11 21:00:00,1.56,8.62,8.33
2022-02-11 22:00:00,1.55,6.65,8.33
2022-02-11 22:30:00,1.48,6.39,7.69
2022-02-12 00:30:00,1.54,7.78,6.67
2022-02-12 05:00:00,1.86,7.54,5.56
2022-02-12 05:30:00,1.76,7.87,6.25
2022-02-14 08:00:00,1.77,9.01,6.67
2022-02-16 03:00:00,1.68,8.56,8.33
2022-02-16 03:30:00,1.73,8.48,8.33
2022-02-16 04:00:00,1.61,7.69,8.33
2022-02-16 04:30:00,1.54,7.96,8.33
2022-02-16 05:00:00,1.61,7.42,8.33
2022-02-17 05:00:00,2.09,10.53,5.88
2022-02-17 05:30:00,2.66,8.0,10.0
2022-02-20 01:30:00,2.03,10.56,9.09
2022-02-20 02:00:00,2.01,8.85,8.33
2022-02-20 02:30:00,2.04,7.88,8.33
2022-02-20 03:00:00,1.95,7.77,8.33
2022-02-20 03:30:00,1.98,7.28,7.69
2022-02-20 04:00:00,1.7,7.91,8.33
2022-02-20 04:30:00,1.81,7.86,8.33
2022-02-20 05:30:00,1.54,8.03,8.33
2022-02-20 06:00:00,1.68,8.56,7.69
2022-02-25 13:00:00,2.53,6.8,10.53
2022-02-25 13:30:00,2.55,6.05,10.53
2022-02-26 08:00:00,1.38,8.79,7.14
2022-02-26 08:30:00,1.33,6.92,5.26
2022-02-26 09:00:00,1.26,6.86,5.88
2022-02-26 09:30:00,1.29,7.56,5.56
2022-02-26 10:00:00,1.18,6.99,7.14
2022-02-26 10:30:00,1.21,6.56,6.67
2022-02-26 11:30:00,1.11,6.79,6.25
2022-02-26 12:30:00,1.06,7.21,6.67
2022-02-26 19:00:00,0.74,6.29,5.26
2022-02-26 19:30:00,0.77,7.57,5.88
2022-02-26 20:00:00,0.76,5.81,5.56
2022-02-26 21:30:00,0.83,6.95,5.88
2022-02-26 22:30:00,0.85,6.15,5.56
2022-02-26 23:00:00,0.84,6.38,4.55
2022-02-26 23:30:00,0.9,7.15,5.56
2022-02-27 08:30:00,1.04,6.98,5.0
2022-02-27 09:00:00,1.06,7.77,13.33
2022-02-27 09:30:00,1.03,8.26,5.26
2022-02-27 11:30:00,1.14,8.88,18.18
2022-02-27 14:30:00,1.03,6.46,18.18
2022-02-27 17:00:00,1.03,6.14,5.26
2022-02-27 17:30:00,0.96,5.82,16.67
2022-02-27 18:00:00,0.95,5.72,18.18
2022-02-27 18:30:00,0.85,5.02,14.29
2022-02-27 19:00:00,0.85,5.67,16.67
2022-02-27 19:30:00,0.93,5.14,16.67
2022-02-27 20:00:00,0.94,5.49,16.67
2022-02-27 20:30:00,0.97,5.68,16.67
2022-02-27 21:00:00,0.99,6.01,18.18
2022-02-27 22:00:00,1.14,5.47,16.67
2022-02-28 16:30:00,1.28,7.81,6.67
2022-03-01 05:30:00,1.12,8.5,16.67
2022-03-01 12:00:00,1.03,6.86,5.56
2022-03-01 12:30:00,1.03,6.04,18.18
2022-03-01 13:00:00,0.98,5.1,18.18
2022-03-01 13:30:00,1.02,4.99,18.18
2022-03-01 14:00:00,0.95,5.18,18.18
2022-03-01 14:30:00,0.96,5.28,18.18
2022-03-01 15:00:00,0.84,5.39,18.18
2022-03-01 15:30:00,0.82,5.71,16.67
2022-03-01 16:00:00,0.81,5.74,18.18
2022-03-01 16:30:00,0.74,5.92,18.18
2022-03-01 17:00:00,0.79,7.13,16.67
2022-03-01 17:30:00,0.77,6.84,16.67
2022-03-01 18:00:00,0.75,7.02,16.67
2022-03-01 18:30:00,0.71,6.99,16.67
2022-03-01 19:00:00,0.74,6.36,15.38
2022-03-01 19:30:00,0.69,6.14,16.67
2022-03-01 20:00:00,0.75,6.34,15.38
2022-03-01 20:30:00,0.81,6.12,15.38
2022-03-01 21:00:00,0.72,6.12,15.38
2022-03-01 21:30:00,0.74,6.42,15.38
2022-03-01 22:00:00,0.74,7.52,15.38
2022-03-01 23:00:00,0.78,10.16,15.38
2022-03-01 23:30:00,0.84,9.77,14.29
2022-03-02 00:00:00,0.82,10.5,16.67
2022-03-02 00:30:00,0.82,10.48,15.38
2022-03-02 01:00:00,0.86,11.13,16.67
2022-03-02 01:30:00,0.77,9.73,16.67
2022-03-02 02:00:00,0.8,8.39,16.67
2022-03-02 02:30:00,0.75,11.49,11.76
2022-03-02 04:30:00,0.79,11.77,16.67
2022-03-02 05:00:00,0.78,12.88,15.38
2022-03-02 06:00:00,0.78,12.43,15.38
2022-03-02 06:30:00,0.76,9.86,16.67
2022-03-02 09:30:00,0.91,10.17,15.38
2022-03-02 10:00:00,0.91,8.58,14.29
2022-03-02 10:30:00,1.03,7.48,14.29
2022-03-02 11:00:00,0.95,7.05,14.29
2022-03-02 11:30:00,0.9,7.35,13.33
2022-03-02 12:00:00,0.95,7.19,14.29
2022-03-02 12:30:00,0.89,7.24,12.5
2022-03-02 13:00:00,0.91,7.29,15.38
2022-03-02 13:30:00,0.93,7.1,15.38
2022-03-02 14:00:00,0.94,7.3,14.29
2022-03-02 14:30:00,0.96,7.17,15.38
2022-03-02 15:00:00,0.88,7.09,15.38
2022-03-02 15:30:00,0.85,7.31,15.38
2022-03-02 16:00:00,0.92,6.41,15.38
2022-03-02 16:30:00,0.86,6.88,15.38
2022-03-02 17:00:00,0.88,6.39,15.38
2022-03-02 17:30:00,0.84,6.46,15.38
2022-03-02 18:00:00,0.87,6.51,11.11
2022-03-02 18:30:00,0.85,6.63,14.29
2022-03-02 19:00:00,0.89,6.81,10.53
2022-03-02 19:30:00,0.85,6.21,10.53
2022-03-02 20:00:00,0.81,6.68,14.29
2022-03-02 20:30:00,0.87,6.91,14.29
2022-03-02 21:00:00,0.82,6.86,12.5
2022-03-02 21:30:00,0.79,6.11,14.29
2022-03-02 23:00:00,0.8,7.83,13.33
2022-03-02 23:30:00,0.75,7.18,13.33
2022-03-03 00:00:00,0.81,6.64,12.5
2022-03-03 00:30:00,0.76,6.71,12.5
2022-03-03 01:00:00,0.75,7.26,12.5
2022-03-03 01:30:00,0.78,7.46,12.5
2022-03-03 02:00:00,0.77,7.23,12.5
2022-03-03 02:30:00,0.75,7.63,12.5
2022-03-03 03:00:00,0.79,7.78,11.76
2022-03-03 03:30:00,0.77,7.08,13.33
2022-03-03 04:00:00,0.79,6.36,11.76
2022-03-03 04:30:00,0.74,6.82,11.11
2022-03-03 05:00:00,0.69,6.76,11.11
2022-03-03 05:30:00,0.65,6.73,12.5
2022-03-03 06:00:00,0.72,6.11,12.5
2022-03-03 06:30:00,0.63,6.44,10.53
2022-03-03 08:00:00,0.62,10.27,10.0
2022-03-03 08:30:00,0.64,9.11,12.5
2022-03-03 09:00:00,0.62,6.39,11.76
2022-03-03 09:30:00,0.63,5.53,12.5
2022-03-03 10:00:00,0.57,5.92,11.76
2022-03-03 10:30:00,0.56,6.24,12.5
2022-03-03 11:00:00,0.55,6.01,11.76
2022-03-03 11:30:00,0.51,6.25,12.5
2022-03-03 12:00:00,0.5,6.67,11.76
2022-03-03 12:30:00,0.47,7.36,11.76
2022-03-03 16:00:00,0.42,7.93,11.76
2022-03-03 17:00:00,0.41,9.69,11.11
2022-03-03 17:30:00,0.4,8.64,10.53
2022-03-03 18:30:00,0.39,8.15,10.53
2022-03-03 20:30:00,0.33,11.09,10.53
2022-03-03 22:30:00,0.34,4.52,10.0
2022-03-03 23:00:00,0.36,5.21,14.29
2022-03-03 23:30:00,0.39,5.06,22.22
2022-03-04 00:00:00,0.41,5.14,14.29
2022-03-04 01:30:00,0.46,5.38,22.22
2022-03-04 02:00:00,0.44,5.38,20.0
2022-03-04 02:30:00,0.43,5.74,20.0
2022-03-04 03:00:00,0.46,5.88,20.0
2022-03-04 03:30:00,0.41,6.28,20.0
2022-03-04 04:00:00,0.43,5.08,18.18
2022-03-04 04:30:00,0.43,6.46,18.18
2022-03-04 05:00:00,0.48,6.9,18.18
2022-03-04 05:30:00,0.47,7.49,18.18
2022-03-04 06:30:00,0.41,8.07,18.18
2022-03-04 07:30:00,0.4,5.93,18.18
2022-03-04 08:00:00,0.47,6.53,16.67
2022-03-04 12:30:00,0.44,9.7,16.67
2022-03-04 13:00:00,0.45,6.76,15.38
2022-03-04 13:30:00,0.4,6.51,18.18
2022-03-04 14:00:00,0.42,5.83,15.38
2022-03-04 14:30:00,0.43,5.26,15.38
2022-03-04 15:00:00,0.42,4.97,15.38
2022-03-04 15:30:00,0.47,4.07,18.18
2022-03-04 16:00:00,0.48,3.52,18.18
2022-03-04 16:30:00,0.48,3.6,16.67
2022-03-04 17:00:00,0.5,3.8,15.38
2022-03-04 17:30:00,0.5,3.5,16.67
2022-03-04 18:00:00,0.46,3.77,15.38
2022-03-04 18:30:00,0.46,3.44,16.67
2022-03-04 19:00:00,0.45,3.89,16.67
2022-03-04 19:30:00,0.44,4.04,16.67
2022-03-04 20:00:00,0.43,4.24,16.67
2022-03-04 20:30:00,0.45,4.07,15.38
2022-03-04 21:00:00,0.5,4.39,15.38
2022-03-04 21:30:00,0.55,4.06,14.29
2022-03-04 22:00:00,0.59,4.22,15.38
2022-03-04 22:30:00,0.57,4.66,15.38
2022-03-04 23:00:00,0.61,5.1,14.29
2022-03-04 23:30:00,0.7,4.92,15.38
2022-03-05 00:00:00,0.69,4.7,14.29
2022-03-05 00:30:00,0.77,4.17,14.29
2022-03-05 01:00:00,0.76,3.79,14.29
2022-03-05 01:30:00,0.75,3.86,15.38
2022-03-05 02:00:00,0.79,3.87,14.29
2022-03-05 02:30:00,0.85,3.93,13.33
2022-03-05 03:00:00,0.86,3.73,16.67
2022-03-05 03:30:00,0.85,3.77,16.67
2022-03-05 04:00:00,0.86,4.14,4.17
2022-03-05 04:30:00,0.86,3.7,16.67
2022-03-05 05:00:00,0.77,3.63,16.67
2022-03-05 05:30:00,0.8,3.72,15.38
2022-03-05 06:00:00,0.76,3.66,16.67
2022-03-05 06:30:00,0.79,3.67,16.67
2022-03-05 07:00:00,0.77,3.71,16.67
2022-03-05 07:30:00,0.73,3.92,16.67
2022-03-05 08:00:00,0.75,3.93,16.67
2022-03-05 08:30:00,0.72,4.36,15.38
2022-03-05 09:00:00,0.72,4.83,15.38
2022-03-05 09:30:00,0.67,5.72,15.38
2022-03-05 10:00:00,0.7,5.54,15.38
2022-03-05 12:00:00,0.62,7.9,14.29
2022-03-05 13:00:00,0.57,6.48,15.38
2022-03-05 13:30:00,0.6,6.75,15.38
2022-03-05 14:30:00,0.58,7.47,13.33
2022-03-05 15:30:00,0.57,5.73,15.38
2022-03-05 16:00:00,0.57,4.59,13.33
2022-03-05 16:30:00,0.54,4.94,16.67
2022-03-05 17:00:00,0.49,5.34,15.38
2022-03-05 17:30:00,0.52,5.53,15.38
2022-03-05 18:00:00,0.52,4.9,15.38
2022-03-05 18:30:00,0.44,5.92,15.38
2022-03-05 19:00:00,0.42,5.98,15.38
2022-03-05 19:30:00,0.43,5.71,15.38
2022-03-05 20:00:00,0.41,5.86,15.38
2022-03-05 20:30:00,0.45,4.83,15.38
2022-03-05 21:00:00,0.44,4.83,15.38
2022-03-05 21:30:00,0.53,4.81,14.29
2022-03-05 22:00:00,0.48,4.83,14.29
2022-03-05 22:30:00,0.46,4.94,14.29
2022-03-05 23:00:00,0.49,5.04,14.29
2022-03-05 23:30:00,0.49,5.46,14.29
2022-03-06 00:00:00,0.49,5.35,14.29
2022-03-06 00:30:00,0.51,5.58,14.29
2022-03-06 01:00:00,0.47,6.58,13.33
2022-03-06 01:30:00,0.53,6.59,13.33
2022-03-06 02:00:00,0.46,6.69,13.33
2022-03-06 02:30:00,0.49,6.45,14.29
2022-03-06 03:00:00,0.43,6.43,14.29
2022-03-06 03:30:00,0.49,6.06,13.33
2022-03-06 04:00:00,0.55,5.2,14.29
2022-03-06 04:30:00,0.53,4.85,14.29
2022-03-06 05:00:00,0.55,4.93,13.33
2022-03-06 05:30:00,0.52,4.88,13.33
2022-03-06 06:00:00,0.53,4.49,11.76
2022-03-06 06:30:00,0.55,4.37,13.33
2022-03-06 07:00:00,0.58,4.72,12.5
2022-03-06 07:30:00,0.6,4.61,7.14
2022-03-06 08:00:00,0.57,4.92,14.29
2022-03-06 08:30:00,0.57,5.69,6.67
2022-03-06 09:00:00,0.58,7.32,6.67
2022-03-06 09:30:00,0.57,5.6,6.67
2022-03-06 13:30:00,1.02,4.71,6.25
2022-03-06 14:00:00,1.06,4.19,6.25
2022-03-06 14:30:00,1.0,4.31,6.25
2022-03-06 15:00:00,1.06,4.43,6.25
2022-03-06 15:30:00,1.13,4.34,6.25
2022-03-06 16:00:00,1.07,4.92,6.25
2022-03-06 16:30:00,1.1,4.9,6.25
2022-03-06 17:00:00,1.05,4.64,5.88
2022-03-06 17:30:00,0.99,4.9,5.88
2022-03-06 18:00:00,1.03,4.85,5.88
2022-03-06 18:30:00,1.01,4.58,6.25
2022-03-06 19:00:00,0.95,4.88,5.88
2022-03-06 19:30:00,0.95,4.69,5.88
2022-03-06 20:00:00,0.86,4.96,5.88
2022-03-06 20:30:00,0.94,4.71,5.88
2022-03-06 21:00:00,0.83,4.78,5.88
2022-03-06 21:30:00,0.81,5.01,5.88
2022-03-06 22:00:00,0.86,4.85,5.88
2022-03-06 22:30:00,0.8,4.65,5.26
2022-03-06 23:00:00,0.8,5.08,5.56
2022-03-06 23:30:00,0.82,5.13,5.56
2022-03-07 00:00:00,0.76,5.61,5.26
2022-03-07 00:30:00,0.8,5.22,5.26
2022-03-07 01:00:00,0.77,5.18,5.56
2022-03-07 01:30:00,0.79,5.25,5.56
2022-03-07 02:00:00,0.82,5.3,5.88
2022-03-07 02:30:00,0.8,5.35,5.56
2022-03-07 03:00:00,0.77,5.25,6.25
2022-03-07 03:30:00,0.78,5.33,5.56
