TIME,VHM0
2024-01-03 02:32:00,2.79
2024-01-03 03:02:00,2.7
2024-01-03 03:32:00,2.71
2024-01-03 04:02:00,2.94
2024-01-03 04:32:00,3.28
2024-01-03 05:02:00,3.67
2024-01-03 05:32:00,3.78
2024-01-03 06:02:00,3.83
2024-01-03 06:32:00,4.14
2024-01-03 07:02:00,3.87
2024-01-03 07:32:00,4.05
2024-01-03 08:02:00,3.71
2024-01-03 08:32:00,3.92
2024-01-03 09:02:00,3.7
2024-01-03 09:32:00,3.71
2024-01-03 10:02:00,3.51
2024-01-03 10:32:00,3.4
2024-01-03 11:02:00,3.63
2024-01-03 11:32:00,3.45
2024-01-03 12:02:00,3.33
2024-01-03 12:32:00,3.52
2024-01-03 13:02:00,3.06
2024-01-03 13:32:00,3.28
2024-01-03 14:02:00,3.39
2024-01-03 14:32:00,3.16
2024-01-03 15:02:00,3.2
2024-01-03 15:32:00,3.03
2024-01-03 16:02:00,2.96
2024-01-03 16:32:00,2.7
2024-01-03 17:02:00,2.84
2024-01-03 17:32:00,2.96
2024-01-03 18:02:00,2.67
2024-01-03 18:32:00,2.74
2024-01-03 19:02:00,2.82
2024-01-03 19:32:00,2.62
2024-01-03 20:02:00,2.52
2024-01-03 20:32:00,2.46
2024-01-03 21:02:00,2.72
2024-01-03 21:32:00,2.6
2024-01-03 22:02:00,2.55
2024-01-03 22:32:00,2.62
2024-01-03 23:02:00,2.73
2024-01-03 23:32:00,2.58
2024-01-04 00:02:00,2.59
2024-01-04 00:32:00,2.87
2024-01-04 01:02:00,2.61
2024-01-04 01:32:00,2.64
2024-01-04 02:02:00,2.73
2024-01-04 02:32:00,2.72
2024-01-04 03:02:00,2.81
2024-01-04 03:32:00,2.59
2024-01-04 04:02:00,2.72
2024-01-04 04:32:00,2.76
2024-01-04 05:02:00,2.79
2024-01-04 05:32:00,2.53
2024-01-04 06:02:00,2.43
2024-01-04 06:32:00,2.5
2024-01-04 07:02:00,2.44
2024-01-04 07:32:00,2.41
2024-01-04 08:02:00,2.27
2024-01-04 08:32:00,2.35
2024-01-04 09:02:00,2.29
2024-01-04 09:32:00,2.16
2024-01-04 10:02:00,2.09
2024-01-04 10:32:00,2.15
2024-01-04 11:02:00,2.24
2024-01-04 11:32:00,2.04
2024-01-04 12:02:00,2.05
2024-01-04 12:32:00,2.06
2024-01-04 13:02:00,1.91
2024-01-04 13:32:00,1.91
2024-01-04 14:02:00,1.81
2024-01-04 14:32:00,1.86
2024-01-04 15:02:00,1.79
2024-01-04 15:32:00,1.86
2024-01-04 16:02:00,1.71
2024-01-04 16:32:00,1.69
2024-01-04 17:02:00,1.6
2024-01-04 17:32:00,1.56
2024-01-04 18:02:00,1.57
2024-01-04 18:32:00,1.61
2024-01-04 19:02:00,1.46
2024-01-04 19:32:00,1.49
2024-01-04 20:02:00,1.53
2024-01-04 20:32:00,1.42
2024-01-04 21:02:00,1.48
2024-01-04 21:32:00,1.39
2024-01-04 22:02:00,1.4
2024-01-04 22:32:00,1.38
2024-01-04 23:02:00,1.54
2024-01-04 23:32:00,1.54
2024-01-05 00:02:00,1.51
2024-01-05 00:32:00,1.58
2024-01-05 01:02:00,1.7
2024-01-05 01:32:00,1.7
2024-01-05 02:02:00,1.92
2024-01-05 02:32:00,2.09
2024-01-05 03:02:00,2.05
2024-01-05 03:32:00,2.32
2024-01-05 04:02:00,2.54
2024-01-05 04:32:00,2.59
2024-01-05 05:02:00,2.57
2024-01-05 05:32:00,2.56
2024-01-05 06:02:00,2.58
2024-01-05 06:32:00,2.71
2024-01-05 07:02:00,2.65
2024-01-05 07:32:00,2.96
2024-01-05 08:02:00,2.99
2024-01-05 08:32:00,3.16
2024-01-05 09:02:00,3.11
2024-01-05 09:32:00,3.22
2024-01-05 10:02:00,3.39
2024-01-05 10:32:00,3.36
2024-01-05 11:02:00,3.63
2024-01-05 11:32:00,3.27
2024-01-05 12:02:00,3.75
2024-01-05 12:32:00,3.37
2024-01-05 13:02:00,3.61
2024-01-05 13:32:00,3.6
2024-01-05 14:02:00,3.87
2024-01-05 14:32:00,3.65
2024-01-05 15:02:00,3.51
2024-01-05 15:32:00,3.46
2024-01-05 16:02:00,3.5
2024-01-05 16:32:00,3.56
2024-01-05 17:02:00,3.17
2024-01-05 17:32:00,3.36
2024-01-05 18:02:00,3.39
2024-01-05 18:32:00,3.16
2024-01-05 19:02:00,3.19
2024-01-05 19:32:00,2.96
2024-01-05 20:02:00,2.97
2024-01-05 20:32:00,3.0
2024-01-05 21:02:00,3.02
2024-01-05 21:32:00,2.97
2024-01-05 22:02:00,2.8
2024-01-05 22:32:00,2.71
2024-01-05 23:02:00,2.71
2024-01-05 23:32:00,2.75
2024-01-06 00:02:00,2.68
2024-01-06 00:32:00,2.7
2024-01-06 01:02:00,2.88
2024-01-06 01:32:00,2.62
2024-01-06 02:02:00,2.76
2024-01-06 02:32:00,2.7
2024-01-06 03:02:00,2.6
2024-01-06 03:32:00,2.47
2024-01-06 04:02:00,2.58
2024-01-06 04:32:00,2.56
2024-01-06 05:02:00,2.28
2024-01-06 05:32:00,2.21
2024-01-06 06:02:00,2.34
2024-01-06 06:32:00,2.32
2024-01-06 07:02:00,2.3
2024-01-06 07:32:00,2.46
2024-01-06 08:02:00,2.34
2024-01-06 08:32:00,2.24
2024-01-06 09:02:00,2.25
2024-01-06 09:32:00,2.23
2024-01-06 10:02:00,2.07
2024-01-06 10:32:00,2.17
2024-01-06 11:02:00,2.23
2024-01-06 11:32:00,2.04
2024-01-06 12:02:00,2.08
2024-01-06 12:32:00,2.13
2024-01-06 13:02:00,2.21
2024-01-06 13:32:00,2.2
2024-01-06 14:02:00,2.08
2024-01-06 14:32:00,2.3
2024-01-06 15:02:00,2.01
2024-01-06 15:32:00,2.17
2024-01-06 16:02:00,2.24
2024-01-06 16:32:00,1.88
2024-01-06 17:02:00,2.19
2024-01-06 17:32:00,2.17
2024-01-06 18:02:00,2.22
2024-01-06 18:32:00,2.12
2024-01-06 19:02:00,2.2
2024-01-06 19:32:00,2.29
2024-01-06 20:02:00,2.32
2024-01-06 20:32:00,2.25
2024-01-06 21:02:00,2.19
2024-01-06 21:32:00,2.34
2024-01-06 22:02:00,2.32
2024-01-06 22:32:00,2.18
2024-01-06 23:02:00,2.14
2024-01-06 23:32:00,2.12
2024-01-07 00:02:00,2.15
2024-01-07 00:32:00,1.92
2024-01-07 01:02:00,1.92
2024-01-07 01:32:00,1.73
2024-01-07 02:02:00,1.69
2024-01-07 02:32:00,1.76
2024-01-07 03:02:00,1.8
2024-01-07 03:32:00,1.64
2024-01-07 04:02:00,1.68
2024-01-07 04:32:00,1.68
2024-01-07 05:02:00,1.65
2024-01-07 05:32:00,1.64
2024-01-07 06:02:00,1.66
2024-01-07 06:32:00,1.63
2024-01-07 07:02:00,1.64
2024-01-07 07:32:00,1.64
2024-01-07 08:02:00,1.59
2024-01-07 08:32:00,1.47
2024-01-07 09:02:00,1.43
2024-01-07 09:32:00,1.46
2024-01-07 10:02:00,1.4
2024-01-07 10:32:00,1.39
2024-01-07 11:02:00,1.35
2024-01-07 11:32:00,1.3
2024-01-07 12:02:00,1.21
2024-01-07 12:32:00,1.11
2024-01-07 13:02:00,1.18
2024-01-07 13:32:00,1.12
2024-01-07 14:02:00,1.06
2024-01-07 14:32:00,1.03
2024-01-07 15:02:00,0.94
2024-01-07 15:32:00,0.98
2024-01-07 16:02:00,0.92
2024-01-07 16:32:00,0.96
2024-01-07 17:02:00,0.95
2024-01-07 17:32:00,0.97
2024-01-07 18:02:00,1.0
2024-01-07 18:32:00,1.01
2024-01-07 19:02:00,0.97
2024-01-07 19:32:00,0.98
2024-01-07 20:02:00,1.1
2024-01-07 20:32:00,1.14
2024-01-07 21:02:00,1.09
2024-01-07 21:32:00,1.26
2024-01-07 22:02:00,1.2
2024-01-07 22:32:00,1.3
2024-01-07 23:02:00,1.36
2024-01-07 23:32:00,1.48
2024-01-08 00:02:00,1.44
2024-01-08 00:32:00,1.54
2024-01-08 01:02:00,1.67
2024-01-08 01:32:00,1.71
2024-01-08 02:02:00,1.82
2024-01-08 02:32:00,1.81
2024-01-08 03:02:00,1.83
2024-01-08 03:32:00,1.78
2024-01-08 04:02:00,1.7
2024-01-08 04:32:00,1.8
2024-01-08 05:02:00,1.75
2024-01-08 05:32:00,1.73
2024-01-08 06:02:00,1.69
2024-01-08 06:32:00,1.73
2024-01-08 07:02:00,1.69
2024-01-08 07:32:00,1.79
2024-01-08 08:02:00,1.8
2024-01-08 08:32:00,1.89
2024-01-08 09:02:00,1.86
2024-01-08 09:32:00,1.76
2024-01-08 10:02:00,1.99
2024-01-08 10:32:00,1.84
2024-01-08 11:02:00,1.93
2024-01-08 11:32:00,1.9
2024-01-08 12:02:00,1.92
2024-01-08 12:32:00,1.92
2024-01-08 13:02:00,1.89
2024-01-08 13:32:00,1.83
2024-01-08 14:02:00,1.91
2024-01-08 14:32:00,1.9
2024-01-08 15:02:00,1.71
2024-01-08 15:32:00,1.71
2024-01-08 16:02:00,1.87
2024-01-08 16:32:00,1.97
2024-01-08 17:02:00,1.81
2024-01-08 17:32:00,1.89
2024-01-08 18:02:00,1.91
2024-01-08 18:32:00,1.87
2024-01-08 19:02:00,2.02
2024-01-08 19:32:00,1.94
2024-01-08 20:02:00,2.04
2024-01-08 20:32:00,1.88
2024-01-08 21:02:00,1.92
2024-01-08 21:32:00,1.97
2024-01-08 22:02:00,1.77
2024-01-08 22:32:00,1.77
2024-01-08 23:02:00,1.71
2024-01-08 23:32:00,1.62
2024-01-09 00:02:00,1.69
2024-01-09 00:32:00,1.62
2024-01-09 01:02:00,1.57
2024-01-09 01:32:00,1.59
2024-01-09 02:02:00,1.57
2024-01-09 02:32:00,1.55
2024-01-09 03:02:00,1.41
2024-01-09 03:32:00,1.46
2024-01-09 04:02:00,1.41
2024-01-09 04:32:00,1.37
2024-01-09 05:02:00,1.27
2024-01-09 05:32:00,1.31
2024-01-09 06:02:00,1.24
2024-01-09 06:32:00,1.26
2024-01-09 07:02:00,1.14
2024-01-09 07:32:00,1.19
2024-01-09 08:02:00,1.09
2024-01-09 08:32:00,1.04
2024-01-09 09:02:00,0.97
2024-01-09 09:32:00,1.0
2024-01-09 10:02:00,0.91
2024-01-09 10:32:00,0.92
2024-01-09 11:02:00,0.89
2024-01-09 11:32:00,0.87
2024-01-09 12:02:00,0.87
2024-01-09 12:32:00,0.85
2024-01-09 13:02:00,0.82
2024-01-09 13:32:00,0.77
2024-01-09 14:02:00,0.79
2024-01-09 14:32:00,0.78
2024-01-09 15:02:00,0.73
2024-01-09 15:32:00,0.72
2024-01-09 16:02:00,0.72
2024-01-09 16:32:00,0.7
2024-01-09 17:02:00,0.68
2024-01-09 17:32:00,0.65
2024-01-09 18:02:00,0.7
2024-01-09 18:32:00,0.65
2024-01-09 19:02:00,0.65
2024-01-09 19:32:00,0.61
2024-01-09 20:02:00,0.64
2024-01-09 20:32:00,0.64
2024-01-09 21:02:00,0.65
2024-01-09 21:32:00,0.67
2024-01-09 22:02:00,0.65
2024-01-09 22:32:00,0.68
2024-01-09 23:02:00,0.63
2024-01-09 23:32:00,0.64
2024-01-10 00:02:00,0.65
2024-01-10 00:32:00,0.61
2024-01-10 01:02:00,0.63
2024-01-10 01:32:00,0.59
2024-01-10 02:02:00,0.62
2024-01-10 02:32:00,0.66
2024-01-10 03:02:00,0.64
2024-01-10 03:32:00,0.72
2024-01-10 04:02:00,0.73
2024-01-10 04:32:00,0.74
2024-01-10 05:02:00,0.77
2024-01-10 05:32:00,0.82
2024-01-10 06:02:00,0.88
2024-01-10 06:32:00,0.89
2024-01-10 07:02:00,0.87
2024-01-10 07:32:00,0.91
2024-01-10 08:02:00,0.98
2024-01-10 08:32:00,0.95
2024-01-10 09:02:00,0.98
2024-01-10 09:32:00,0.98
2024-01-10 10:02:00,0.97
2024-01-10 10:32:00,0.95
2024-01-10 11:02:00,0.97
2024-01-10 11:32:00,0.95
2024-01-10 12:02:00,0.96
2024-01-10 12:32:00,0.97
2024-01-10 13:02:00,0.93
2024-01-10 13:32:00,0.86
2024-01-10 14:02:00,0.88
2024-01-10 14:32:00,0.91
2024-01-10 15:02:00,0.95
2024-01-10 15:32:00,0.95
2024-01-10 16:02:00,0.93
2024-01-10 16:32:00,0.91
2024-01-10 17:02:00,0.92
2024-01-10 17:32:00,0.95
2024-01-10 18:02:00,0.89
2024-01-10 18:32:00,0.94
2024-01-10 19:02:00,0.89
2024-01-10 19:32:00,0.88
2024-01-10 20:02:00,0.85
2024-01-10 20:32:00,0.91
2024-01-10 21:02:00,0.85
2024-01-10 21:32:00,0.87
2024-01-10 22:02:00,0.81
2024-01-10 22:32:00,0.82
2024-01-10 23:02:00,0.81
2024-01-10 23:32:00,0.79
2024-01-11 00:02:00,0.81
2024-01-11 00:32:00,0.75
2024-01-11 01:02:00,0.75
2024-01-11 01:32:00,0.77
2024-01-11 02:02:00,0.74
2024-01-11 02:32:00,0.72
2024-01-11 03:02:00,0.72
2024-01-11 03:32:00,0.75
2024-01-11 04:02:00,0.74
2024-01-11 04:32:00,0.8
2024-01-11 05:02:00,0.76
2024-01-11 05:32:00,0.85
2024-01-11 06:02:00,0.84
2024-01-11 06:32:00,0.85
2024-01-11 07:02:00,0.84
2024-01-11 07:32:00,0.93
2024-01-11 08:02:00,1.01
2024-01-11 08:32:00,1.0
2024-01-11 09:02:00,1.07
2024-01-11 09:32:00,1.07
2024-01-11 10:02:00,1.14
2024-01-11 10:32:00,1.2
2024-01-11 11:02:00,1.25
2024-01-11 11:32:00,1.37
2024-01-11 12:02:00,1.39
2024-01-11 12:32:00,1.46
2024-01-11 13:02:00,1.49
2024-01-11 13:32:00,1.66
2024-01-11 14:02:00,1.8
2024-01-11 14:32:00,1.93
2024-01-11 15:02:00,2.15
2024-01-11 15:32:00,2.16
2024-01-11 16:02:00,2.11
2024-01-11 16:32:00,2.11
2024-01-11 17:02:00,2.21
2024-01-11 17:32:00,2.28
2024-01-11 18:02:00,2.24
2024-01-11 18:32:00,2.18
2024-01-11 19:02:00,2.12
2024-01-11 19:32:00,2.24
2024-01-11 20:02:00,2.28
2024-01-11 20:32:00,2.07
2024-01-11 21:02:00,2.26
2024-01-11 21:32:00,2.01
2024-01-11 22:02:00,1.99
2024-01-11 22:32:00,2.12
2024-01-11 23:02:00,2.08
2024-01-11 23:32:00,2.09
2024-01-12 00:02:00,2.03
2024-01-12 00:32:00,1.92
2024-01-12 01:02:00,1.9
2024-01-12 01:32:00,1.97
2024-01-12 02:02:00,2.04
2024-01-12 02:32:00,2.02
2024-01-12 03:02:00,2.02
2024-01-12 03:32:00,2.05
2024-01-12 04:02:00,1.93
2024-01-12 04:32:00,2.09
2024-01-12 05:02:00,2.14
2024-01-12 05:32:00,2.17
2024-01-12 06:02:00,2.42
2024-01-12 06:32:00,2.51
2024-01-12 07:02:00,2.44
2024-01-12 07:32:00,2.54
2024-01-12 08:02:00,2.49
2024-01-12 08:32:00,2.55
2024-01-12 09:02:00,2.63
2024-01-12 09:32:00,2.71
2024-01-12 10:02:00,2.83
2024-01-12 10:32:00,2.74
2024-01-12 11:02:00,2.72
2024-01-12 11:32:00,2.71
2024-01-12 12:02:00,2.85
2024-01-12 12:32:00,2.91
2024-01-12 13:02:00,2.7
2024-01-12 13:32:00,2.86
2024-01-12 14:02:00,2.63
2024-01-12 14:32:00,2.72
2024-01-12 15:02:00,2.71
2024-01-12 15:32:00,2.7
2024-01-12 16:02:00,2.62
2024-01-12 16:32:00,2.55
2024-01-12 17:02:00,2.63
2024-01-12 17:32:00,2.48
2024-01-12 18:02:00,2.61
2024-01-12 18:32:00,2.6
2024-01-12 19:02:00,2.61
2024-01-12 19:32:00,2.57
2024-01-12 20:02:00,2.43
2024-01-12 20:32:00,2.31
2024-01-12 21:02:00,2.22
2024-01-12 21:32:00,2.39
2024-01-12 22:02:00,2.37
2024-01-12 22:32:00,2.14
2024-01-12 23:02:00,2.11
2024-01-12 23:32:00,2.02
2024-01-13 00:02:00,2.03
2024-01-13 00:32:00,2.12
2024-01-13 01:02:00,2.05
2024-01-13 01:32:00,2.08
2024-01-13 02:02:00,2.04
2024-01-13 02:32:00,1.91
2024-01-13 03:02:00,2.08
2024-01-13 03:32:00,2.24
2024-01-13 04:02:00,2.15
2024-01-13 04:32:00,2.17
2024-01-13 05:02:00,2.24
2024-01-13 05:32:00,2.3
2024-01-13 06:02:00,2.42
2024-01-13 06:32:00,2.41
2024-01-13 07:02:00,2.25
2024-01-13 07:32:00,2.62
2024-01-13 08:02:00,2.44
2024-01-13 08:32:00,2.55
2024-01-13 09:02:00,2.74
2024-01-13 09:32:00,2.47
2024-01-13 10:02:00,2.46
2024-01-13 10:32:00,2.48
2024-01-13 11:02:00,2.47
2024-01-13 11:32:00,2.46
2024-01-13 12:02:00,2.49
2024-01-13 12:32:00,2.19
2024-01-13 13:02:00,2.43
2024-01-13 13:32:00,2.27
2024-01-13 14:02:00,2.44
2024-01-13 14:32:00,2.29
2024-01-13 15:02:00,2.45
2024-01-13 15:32:00,2.35
2024-01-13 16:02:00,2.42
2024-01-13 16:32:00,2.6
2024-01-13 17:02:00,2.7
2024-01-13 17:32:00,2.94
2024-01-13 18:02:00,2.97
2024-01-13 18:32:00,2.97
2024-01-13 19:02:00,3.21
2024-01-13 19:32:00,3.1
2024-01-13 20:02:00,2.99
2024-01-13 20:32:00,3.16
2024-01-13 21:02:00,2.95
2024-01-13 21:32:00,2.99
2024-01-13 22:02:00,3.1
2024-01-13 22:32:00,2.96
2024-01-13 23:02:00,3.08
2024-01-13 23:32:00,3.31
2024-01-14 00:02:00,3.35
2024-01-14 00:32:00,3.45
2024-01-14 01:02:00,3.49
2024-01-14 01:32:00,3.49
2024-01-14 02:02:00,3.22
2024-01-14 02:32:00,3.35
2024-01-14 03:02:00,3.49
2024-01-14 03:32:00,3.23
2024-01-14 04:02:00,3.23
2024-01-14 04:32:00,3.45
2024-01-14 05:02:00,3.13
2024-01-14 05:32:00,3.16
2024-01-14 06:02:00,2.91
2024-01-14 06:32:00,3.14
2024-01-14 07:02:00,2.97
2024-01-14 07:32:00,2.91
2024-01-14 08:02:00,2.87
2024-01-14 08:32:00,2.89
2024-01-14 09:02:00,2.75
2024-01-14 09:32:00,2.85
2024-01-14 10:02:00,2.92
2024-01-14 10:32:00,2.5
2024-01-14 11:02:00,2.71
2024-01-14 11:32:00,2.57
2024-01-14 12:02:00,2.65
2024-01-14 12:32:00,2.62
2024-01-14 13:02:00,2.66
2024-01-14 13:32:00,2.74
2024-01-14 14:02:00,2.79
2024-01-14 14:32:00,2.65
2024-01-14 15:02:00,2.78
2024-01-14 15:32:00,2.89
2024-01-14 16:02:00,2.52
2024-01-14 16:32:00,2.7
2024-01-14 17:02:00,2.75
2024-01-14 17:32:00,2.85
2024-01-14 18:02:00,3.0
2024-01-14 18:32:00,3.1
2024-01-14 19:02:00,3.38
2024-01-14 19:32:00,3.55
2024-01-14 20:02:00,3.59
2024-01-14 20:32:00,3.5
2024-01-14 21:02:00,3.73
2024-01-14 21:32:00,3.83
2024-01-14 22:02:00,3.69
2024-01-14 22:32:00,3.69
2024-01-14 23:02:00,3.81
2024-01-14 23:32:00,4.18
2024-01-15 00:02:00,4.31
2024-01-15 00:32:00,4.37
2024-01-15 01:02:00,4.61
2024-01-15 01:32:00,4.64
2024-01-15 02:02:00,5.09
2024-01-15 02:32:00,4.95
2024-01-15 03:02:00,5.16
2024-01-15 03:32:00,5.52
2024-01-15 04:02:00,5.32
2024-01-15 04:32:00,5.72
2024-01-15 05:02:00,5.86
2024-01-15 05:32:00,5.12
2024-01-15 06:02:00,5.18
2024-01-15 06:32:00,4.8
2024-01-15 07:02:00,5.19
2024-01-15 07:32:00,4.6
2024-01-15 08:02:00,4.41
2024-01-15 08:32:00,4.38
2024-01-15 09:02:00,4.27
2024-01-15 09:32:00,4.23
2024-01-15 10:02:00,4.25
2024-01-15 10:32:00,4.23
2024-01-15 11:02:00,4.08
2024-01-15 11:32:00,4.21
2024-01-15 12:02:00,3.65
2024-01-15 12:32:00,3.99
2024-01-15 13:02:00,3.75
2024-01-15 13:32:00,3.75
2024-01-15 14:02:00,4.13
2024-01-15 14:32:00,3.71
2024-01-15 15:02:00,3.58
2024-01-15 15:32:00,3.61
2024-01-15 16:02:00,3.79
2024-01-15 16:32:00,3.91
2024-01-15 17:02:00,4.49
2024-01-15 17:32:00,3.98
2024-01-15 18:02:00,3.91
2024-01-15 18:32:00,4.21
2024-01-15 19:02:00,4.0
2024-01-15 19:32:00,3.97
2024-01-15 20:02:00,3.91
2024-01-15 20:32:00,3.9
2024-01-15 21:02:00,3.96
2024-01-15 21:32:00,3.81
2024-01-15 22:02:00,4.28
2024-01-15 22:32:00,3.65
2024-01-15 23:02:00,3.95
2024-01-15 23:32:00,3.79
2024-01-16 00:02:00,3.64
2024-01-16 00:32:00,3.63
2024-01-16 01:02:00,3.42
2024-01-16 01:32:00,3.41
2024-01-16 02:02:00,3.61
2024-01-16 02:32:00,3.5
2024-01-16 03:02:00,3.42
2024-01-16 03:32:00,3.55
2024-01-16 04:02:00,3.28
2024-01-16 04:32:00,3.28
2024-01-16 05:02:00,3.1
2024-01-16 05:32:00,3.3
2024-01-16 06:02:00,3.12
2024-01-16 06:32:00,3.13
2024-01-16 07:02:00,2.97
2024-01-16 07:32:00,3.04
2024-01-16 08:02:00,3.06
2024-01-16 08:32:00,3.04
2024-01-16 09:02:00,2.95
2024-01-16 09:32:00,2.83
2024-01-16 10:02:00,2.75
2024-01-16 10:32:00,2.59
2024-01-16 11:02:00,2.63
2024-01-16 11:32:00,2.7
2024-01-16 12:02:00,2.41
2024-01-16 12:32:00,2.53
2024-01-16 13:02:00,2.51
2024-01-16 13:32:00,2.36
2024-01-16 14:02:00,2.28
2024-01-16 14:32:00,2.48
2024-01-16 15:02:00,2.19
2024-01-16 15:32:00,2.51
2024-01-16 16:02:00,2.29
2024-01-16 16:32:00,2.22
2024-01-16 17:02:00,2.26
2024-01-16 17:32:00,2.28
2024-01-16 18:02:00,2.14
2024-01-16 18:32:00,2.14
2024-01-16 19:02:00,2.27
2024-01-16 19:32:00,2.16
2024-01-16 20:02:00,2.28
2024-01-16 20:32:00,2.27
2024-01-16 21:02:00,2.35
2024-01-16 21:32:00,2.41
2024-01-16 22:02:00,2.46
2024-01-16 22:32:00,2.68
2024-01-16 23:02:00,2.95
2024-01-16 23:32:00,3.01
2024-01-17 00:02:00,3.3
2024-01-17 00:32:00,3.57
2024-01-17 01:02:00,3.7
2024-01-17 01:32:00,3.98
2024-01-17 02:02:00,4.14
2024-01-17 02:32:00,4.33
2024-01-17 03:02:00,4.22
2024-01-17 03:32:00,4.09
2024-01-17 04:02:00,4.18
2024-01-17 04:32:00,4.22
2024-01-17 05:02:00,3.9
2024-01-17 05:32:00,3.78
2024-01-17 06:02:00,3.72
2024-01-17 06:32:00,3.43
2024-01-17 07:02:00,3.5
2024-01-17 07:32:00,2.88
2024-01-17 08:02:00,2.92
2024-01-17 08:32:00,3.06
2024-01-17 09:02:00,2.74
2024-01-17 09:32:00,2.68
2024-01-17 10:02:00,2.82
2024-01-17 10:32:00,2.6
2024-01-17 11:02:00,2.57
2024-01-17 11:32:00,2.5
2024-01-17 12:02:00,2.57
2024-01-17 12:32:00,2.44
2024-01-17 13:02:00,2.5
2024-01-17 13:32:00,2.37
2024-01-17 14:02:00,2.33
2024-01-17 14:32:00,2.32
2024-01-17 15:02:00,2.28
2024-01-17 15:32:00,2.35
2024-01-17 16:02:00,2.04
2024-01-17 16:32:00,2.08
2024-01-17 17:02:00,2.29
2024-01-17 17:32:00,2.16
2024-01-17 18:02:00,2.1
2024-01-17 18:32:00,2.09
2024-01-17 19:02:00,2.13
2024-01-17 19:32:00,2.06
2024-01-17 20:02:00,2.13
2024-01-17 20:32:00,2.03
2024-01-17 21:02:00,2.02
2024-01-17 21:32:00,2.07
2024-01-17 22:02:00,2.05
2024-01-17 22:32:00,2.18
2024-01-17 23:02:00,2.1
2024-01-17 23:32:00,2.05
2024-01-18 00:02:00,2.03
2024-01-18 00:32:00,2.08
2024-01-18 01:02:00,2.1
2024-01-18 01:32:00,2.17
2024-01-18 02:02:00,2.17
2024-01-18 02:32:00,2.13
