TIME,VHM0
2020-03-04 05:16:00.000000000,0.01
2020-03-04 05:45:00.000000000,0.01
2020-03-04 06:15:00.000000000,0.01
2020-03-04 06:46:00.000000000,0.01
2020-03-04 07:15:00.000000000,0.01
2020-03-04 07:45:00.000000000,0.01
2020-03-04 08:16:00.000000000,0.01
2020-03-04 08:45:00.000000000,0.01
2020-03-04 09:15:00.000000000,0.01
2020-03-04 09:46:00.000000000,0.01
2020-03-04 10:15:00.000000000,0.01
2020-03-04 10:45:00.000000000,0.01
2020-03-04 11:16:00.000000000,0.01
2020-03-04 11:45:00.000000000,0.01
2020-03-04 12:15:00.000000000,0.01
2020-03-04 12:46:00.000000000,0.01
2020-03-04 13:15:00.000000000,0.01
2020-03-04 13:45:00.000000000,0.01
2020-03-04 14:16:00.000000000,0.01
2020-03-04 14:45:00.000000000,0.01
2020-03-04 15:15:00.000000000,0.01
2020-03-04 15:46:00.000000000,0.01
2020-03-04 16:15:00.000000000,0.01
2020-03-04 16:45:00.000000000,0.01
2020-03-04 17:16:00.000000000,0.01
2020-03-04 17:45:00.000000000,0.01
2020-03-04 18:15:00.000000000,0.01
2020-03-04 18:46:00.000000000,0.01
2020-03-04 19:15:00.000000000,0.01
2020-03-04 19:45:00.000000000,0.01
2020-03-04 20:16:00.000000000,0.01
2020-03-04 20:45:00.000000000,0.01
2020-03-04 21:15:00.000000000,0.01
2020-03-04 21:46:00.000000000,0.01
2020-03-04 22:15:00.000000000,0.01
2020-03-04 22:45:00.000000000,0.01
2020-03-04 23:16:00.000000000,0.01
2020-03-04 23:45:00.000000000,0.01
2020-03-05 00:15:00.000000000,0.01
2020-03-05 00:46:00.000000000,0.01
2020-03-05 01:15:00.000000000,0.01
2020-03-05 01:45:00.000000000,0.01
2020-03-05 02:16:00.000000000,0.01
2020-03-05 02:45:00.000000000,0.01
2020-03-05 03:15:00.000000000,0.01
2020-03-05 03:46:00.000000000,0.01
2020-03-05 04:15:00.000000000,0.01
2020-03-05 04:45:00.000000000,0.01
2020-03-05 05:16:00.000000000,0.01
2020-03-05 05:45:00.000000000,0.01
2020-03-05 06:15:00.000000000,0.01
2020-03-05 06:46:00.000000000,0.01
2020-03-05 07:15:00.000000000,0.01
2020-03-05 07:45:00.000000000,0.01
2020-03-05 08:16:00.000000000,0.01
2020-03-05 08:45:00.000000000,0.01
2020-03-05 09:15:00.000000000,0.01
2020-03-05 09:46:00.000000000,0.01
2020-03-05 10:15:00.000000000,0.01
2020-03-05 10:45:00.000000000,0.01
2020-03-05 11:16:00.000000000,0.01
2020-03-05 11:45:00.000000000,0.01
2020-03-05 12:15:00.000000000,0.01
2020-03-05 12:46:00.000000000,0.01
2020-03-05 13:15:00.000000000,0.01
2020-03-05 13:45:00.000000000,0.01
2020-03-05 14:16:00.000000000,0.01
2020-03-05 14:45:00.000000000,0.01
2020-03-05 15:15:00.000000000,0.01
2020-03-05 15:46:00.000000000,0.01
2020-03-05 16:15:00.000000000,0.01
2020-03-05 16:45:00.000000000,0.01
2020-03-05 17:16:00.000000000,0.01
2020-03-05 17:45:00.000000000,0.01
2020-03-05 18:15:00.000000000,0.01
2020-03-05 18:46:00.000000000,0.01
2020-03-05 19:15:00.000000000,0.01
2020-03-05 19:45:00.000000000,0.01
2020-03-05 20:16:00.000000000,0.01
2020-03-05 20:45:00.000000000,0.01
2020-03-05 21:15:00.000000000,0.01
2020-03-05 21:46:00.000000000,0.01
2020-03-05 22:15:00.000000000,0.01
2020-03-05 22:45:00.000000000,0.01
2020-03-05 23:16:00.000000000,0.01
2020-03-05 23:45:00.000000000,0.01
2020-03-06 00:15:00.000000000,0.01
2020-03-06 00:46:00.000000000,0.01
2020-03-06 01:15:00.000000000,0.01
2020-03-06 01:45:00.000000000,0.01
2020-03-06 02:16:00.000000000,0.01
2020-03-06 02:45:00.000000000,0.01
2020-03-06 03:15:00.000000000,0.01
2020-03-06 03:46:00.000000000,0.01
2020-03-06 04:15:00.000000000,0.01
2020-03-06 04:45:00.000000000,0.01
2020-03-06 05:16:00.000000000,0.01
2020-03-06 05:45:00.000000000,0.01
2020-03-06 06:15:00.000000000,0.01
2020-03-06 06:46:00.000000000,0.01
2020-03-06 07:15:00.000000000,0.01
2020-03-06 07:45:00.000000000,0.01
2020-03-06 08:16:00.000000000,0.01
2020-03-06 08:45:00.000000000,0.01
2020-03-06 09:15:00.000000000,0.01
2020-03-06 09:46:00.000000000,0.01
2020-03-06 10:15:00.000000000,0.01
2020-03-06 10:45:00.000000000,0.01
2020-03-06 11:16:00.000000000,0.01
2020-03-06 11:45:00.000000000,0.01
2020-03-06 12:15:00.000000000,0.01
2020-03-06 12:46:00.000000000,0.01
2020-03-06 13:15:00.000000000,0.01
2020-03-06 13:45:00.000000000,0.01
2020-03-06 14:16:00.000000000,0.01
2020-03-06 14:45:00.000000000,0.01
2020-03-06 15:15:00.000000000,0.01
2020-03-06 15:46:00.000000000,0.01
2020-03-06 16:15:00.000000000,0.01
2020-03-06 16:45:00.000000000,0.01
2020-03-06 17:16:00.000000000,0.01
2020-03-06 17:45:00.000000000,0.01
2020-03-06 18:15:00.000000000,0.01
2020-03-06 18:46:00.000000000,0.01
2020-03-06 19:15:00.000000000,0.01
2020-03-06 19:45:00.000000000,0.01
2020-03-06 20:16:00.000000000,0.01
2020-03-06 20:45:00.000000000,0.01
2020-03-06 21:15:00.000000000,0.01
2020-03-06 21:46:00.000000000,0.01
2020-03-06 22:15:00.000000000,0.01
2020-03-06 22:45:00.000000000,0.01
2020-03-06 23:16:00.000000000,0.01
2020-03-06 23:45:00.000000000,0.01
2020-03-07 00:15:00.000000000,0.01
2020-03-07 00:46:00.000000000,0.01
2020-03-07 01:15:00.000000000,0.01
2020-03-07 01:45:00.000000000,0.01
2020-03-07 02:16:00.000000000,0.01
2020-03-07 02:45:00.000000000,0.01
2020-03-07 03:15:00.000000000,0.01
2020-03-07 03:46:00.000000000,0.01
2020-03-07 04:15:00.000000000,0.01
2020-03-07 04:45:00.000000000,0.01
2020-03-07 05:16:00.000000000,0.01
2020-03-07 05:45:00.000000000,0.01
2020-03-07 06:15:00.000000000,0.01
2020-03-07 06:46:00.000000000,0.01
2020-03-07 07:15:00.000000000,0.01
2020-03-07 07:45:00.000000000,0.01
2020-03-07 08:16:00.000000000,0.01
2020-03-07 08:45:00.000000000,0.01
2020-03-07 09:15:00.000000000,0.01
2020-03-07 09:46:00.000000000,0.01
2020-03-07 10:15:00.000000000,0.01
2020-03-07 10:45:00.000000000,0.01
2020-03-07 11:16:00.000000000,0.01
2020-03-07 11:45:00.000000000,0.01
2020-03-07 12:15:00.000000000,0.01
2020-03-07 12:46:00.000000000,0.01
2020-03-07 13:15:00.000000000,0.01
2020-03-07 13:45:00.000000000,0.01
2020-03-07 14:16:00.000000000,0.01
2020-03-07 14:45:00.000000000,0.01
2020-03-07 15:15:00.000000000,0.01
2020-03-07 15:46:00.000000000,0.01
2020-03-07 16:15:00.000000000,0.01
2020-03-07 16:45:00.000000000,0.01
2020-03-07 17:16:00.000000000,0.01
2020-03-07 17:45:00.000000000,0.01
2020-03-07 18:15:00.000000000,0.01
2020-03-07 18:46:00.000000000,0.01
2020-03-07 19:15:00.000000000,0.01
2020-03-07 19:45:00.000000000,0.01
2020-03-07 20:16:00.000000000,0.01
2020-03-07 20:45:00.000000000,0.01
2020-03-07 21:15:00.000000000,0.01
2020-03-07 21:46:00.000000000,0.01
2020-03-07 22:15:00.000000000,0.01
2020-03-07 22:45:00.000000000,0.01
2020-03-07 23:16:00.000000000,0.01
2020-03-07 23:45:00.000000000,0.01
2020-03-08 00:15:00.000000000,0.01
2020-03-08 00:46:00.000000000,0.01
2020-03-08 01:15:00.000000000,0.01
2020-03-08 01:45:00.000000000,0.01
2020-03-08 02:16:00.000000000,0.01
2020-03-08 02:45:00.000000000,0.01
2020-03-08 03:15:00.000000000,0.01
2020-03-08 03:46:00.000000000,0.01
2020-03-08 04:15:00.000000000,0.01
2020-03-08 04:45:00.000000000,0.01
2020-03-08 05:16:00.000000000,0.01
2020-03-08 05:45:00.000000000,0.01
2020-03-08 06:15:00.000000000,0.01
2020-03-08 06:46:00.000000000,0.01
2020-03-08 07:15:00.000000000,0.01
2020-03-08 07:45:00.000000000,0.01
2020-03-08 08:16:00.000000000,0.01
2020-03-08 08:45:00.000000000,0.01
2020-03-08 09:15:00.000000000,0.01
2020-03-08 09:46:00.000000000,0.01
2020-03-08 10:15:00.000000000,0.01
2020-03-08 10:45:00.000000000,0.01
2020-03-08 11:16:00.000000000,0.01
2020-03-08 11:45:00.000000000,0.01
2020-03-08 12:15:00.000000000,0.01
2020-03-08 12:46:00.000000000,0.01
2020-03-08 13:15:00.000000000,0.01
2020-03-08 13:45:00.000000000,0.01
2020-03-08 14:16:00.000000000,0.01
2020-03-08 14:45:00.000000000,0.01
2020-03-08 15:15:00.000000000,0.01
2020-03-08 15:46:00.000000000,0.01
2020-03-08 16:15:00.000000000,0.01
2020-03-08 16:45:00.000000000,0.01
2020-03-08 17:16:00.000000000,0.01
2020-03-08 17:45:00.000000000,0.01
2020-03-08 18:15:00.000000000,0.01
2020-03-08 18:46:00.000000000,0.01
2020-03-08 19:15:00.000000000,0.01
2020-03-08 19:45:00.000000000,0.01
2020-03-08 20:16:00.000000000,0.01
2020-03-08 20:45:00.000000000,0.01
2020-03-08 21:15:00.000000000,0.01
2020-03-08 21:46:00.000000000,0.01
2020-03-08 22:15:00.000000000,0.01
2020-03-08 22:45:00.000000000,0.01
2020-03-08 23:16:00.000000000,0.01
2020-03-08 23:45:00.000000000,0.01
2020-03-09 00:15:00.000000000,0.01
2020-03-09 00:46:00.000000000,0.01
2020-03-09 01:15:00.000000000,0.01
2020-03-09 01:45:00.000000000,0.01
2020-03-09 02:16:00.000000000,0.01
2020-03-09 02:45:00.000000000,0.01
2020-03-09 03:15:00.000000000,0.01
2020-03-09 03:46:00.000000000,0.01
2020-03-09 04:15:00.000000000,0.01
2020-03-09 04:45:00.000000000,0.01
2020-03-09 05:16:00.000000000,0.01
2020-03-09 05:45:00.000000000,0.01
2020-03-09 06:15:00.000000000,0.01
2020-03-09 06:46:00.000000000,0.01
2020-03-09 07:15:00.000000000,0.01
2020-03-09 08:16:00.000000000,0.01
2020-03-09 09:15:00.000000000,0.01
2020-03-09 11:45:00.000000000,0.01
2020-03-09 12:15:00.000000000,0.01
2020-03-09 12:46:00.000000000,0.01
2020-03-09 17:31:59.999999744,0.01
2020-03-09 18:01:00.000000000,0.75
2020-03-09 18:31:00.000000000,1.06
2020-03-09 19:01:59.999999744,1.07
2020-03-09 19:31:00.000000000,1.11
2020-03-09 20:01:00.000000000,1.1
2020-03-09 20:31:59.999999744,1.11
2020-03-09 21:01:00.000000000,1.09
2020-03-09 21:31:00.000000000,1.21
2020-03-09 22:01:59.999999744,1.34
2020-03-09 22:31:00.000000000,1.3
2020-03-09 23:01:00.000000000,1.36
2020-03-09 23:31:59.999999744,1.41
2020-03-10 00:01:00.000000000,1.35
2020-03-10 00:31:00.000000000,1.42
2020-03-10 01:01:59.999999744,1.5
2020-03-10 01:31:00.000000000,1.48
2020-03-10 02:01:00.000000000,1.59
2020-03-10 02:31:59.999999744,1.7
2020-03-10 03:01:00.000000000,1.96
2020-03-10 03:31:00.000000000,1.93
2020-03-10 04:01:59.999999744,1.92
2020-03-10 04:31:00.000000000,2.02
2020-03-10 05:01:00.000000000,2.02
2020-03-10 05:31:59.999999744,2.0
2020-03-10 06:01:00.000000000,2.21
2020-03-10 06:31:00.000000000,2.04
2020-03-10 07:01:59.999999744,2.2
2020-03-10 07:31:00.000000000,2.33
2020-03-10 08:01:00.000000000,2.09
2020-03-10 08:31:59.999999744,2.1
2020-03-10 09:01:00.000000000,1.96
2020-03-10 09:31:00.000000000,1.94
2020-03-10 10:01:59.999999744,1.81
2020-03-10 10:31:00.000000000,1.75
2020-03-10 11:01:00.000000000,1.92
2020-03-10 11:31:59.999999744,1.92
2020-03-10 12:01:00.000000000,1.84
2020-03-10 12:31:00.000000000,1.83
2020-03-10 13:01:59.999999744,1.99
2020-03-10 13:31:00.000000000,1.97
2020-03-10 14:01:00.000000000,2.06
2020-03-10 14:31:59.999999744,2.08
2020-03-10 15:01:00.000000000,2.17
2020-03-10 15:31:00.000000000,2.16
2020-03-10 16:01:59.999999744,2.29
2020-03-10 16:31:00.000000000,2.21
2020-03-10 17:01:00.000000000,2.52
2020-03-10 17:31:59.999999744,2.43
2020-03-10 18:01:00.000000000,2.53
2020-03-10 18:31:00.000000000,2.82
2020-03-10 19:01:59.999999744,2.48
2020-03-10 19:31:00.000000000,2.32
2020-03-10 20:01:00.000000000,2.25
2020-03-10 20:31:59.999999744,2.4
2020-03-10 21:01:00.000000000,2.38
2020-03-10 21:31:00.000000000,2.36
2020-03-10 22:01:59.999999744,2.19
2020-03-10 22:31:00.000000000,2.45
2020-03-10 23:01:00.000000000,2.42
2020-03-10 23:31:59.999999744,2.41
2020-03-11 00:01:00.000000000,2.49
2020-03-11 00:31:00.000000000,2.33
2020-03-11 01:01:59.999999744,2.32
2020-03-11 01:31:00.000000000,2.09
2020-03-11 02:01:00.000000000,2.14
2020-03-11 02:31:59.999999744,2.14
2020-03-11 03:01:00.000000000,2.1
2020-03-11 03:31:00.000000000,2.12
2020-03-11 04:01:59.999999744,1.87
2020-03-11 04:31:00.000000000,2.02
2020-03-11 05:01:00.000000000,2.02
2020-03-11 05:31:59.999999744,1.91
2020-03-11 06:01:00.000000000,1.79
2020-03-11 06:31:00.000000000,1.86
2020-03-11 07:01:59.999999744,1.91
2020-03-11 07:31:00.000000000,1.98
2020-03-11 08:01:00.000000000,2.04
2020-03-11 08:31:59.999999744,2.16
2020-03-11 09:01:00.000000000,2.05
2020-03-11 09:31:00.000000000,1.97
2020-03-11 10:01:59.999999744,1.86
2020-03-11 11:01:00.000000000,1.85
2020-03-11 12:31:00.000000000,1.85
2020-03-11 13:01:59.999999744,1.8
2020-03-11 13:31:00.000000000,1.71
2020-03-11 14:01:00.000000000,1.73
2020-03-11 14:31:59.999999744,1.64
2020-03-11 15:01:00.000000000,1.64
2020-03-11 15:31:00.000000000,1.62
2020-03-11 16:01:59.999999744,1.65
2020-03-11 16:31:00.000000000,1.65
2020-03-11 17:01:00.000000000,1.7
2020-03-11 17:31:59.999999744,1.64
2020-03-11 18:01:00.000000000,1.68
2020-03-11 18:31:00.000000000,1.78
2020-03-11 19:01:59.999999744,1.87
2020-03-11 19:31:00.000000000,1.82
2020-03-11 20:01:00.000000000,1.88
2020-03-11 20:31:59.999999744,1.91
2020-03-11 21:01:00.000000000,1.94
2020-03-11 21:31:00.000000000,1.94
2020-03-11 22:01:59.999999744,2.0
2020-03-11 22:31:00.000000000,1.93
2020-03-11 23:01:00.000000000,1.93
2020-03-11 23:31:59.999999744,2.24
2020-03-12 00:01:00.000000000,2.06
2020-03-12 00:31:00.000000000,2.32
2020-03-12 01:01:59.999999744,2.3
2020-03-12 01:31:00.000000000,2.43
2020-03-12 02:01:00.000000000,2.48
2020-03-12 02:31:59.999999744,2.56
2020-03-12 03:01:00.000000000,2.75
2020-03-12 03:31:00.000000000,3.0
2020-03-12 04:01:59.999999744,3.12
2020-03-12 04:31:00.000000000,3.17
2020-03-12 05:01:00.000000000,3.4
2020-03-12 05:31:59.999999744,4.29
2020-03-12 06:01:00.000000000,4.07
2020-03-12 06:31:00.000000000,4.02
2020-03-12 07:01:59.999999744,4.17
2020-03-12 07:31:00.000000000,4.01
2020-03-12 08:01:00.000000000,4.49
2020-03-12 08:31:59.999999744,4.19
2020-03-12 09:01:00.000000000,4.38
2020-03-12 09:31:00.000000000,4.97
2020-03-12 10:01:59.999999744,5.32
2020-03-12 10:31:00.000000000,4.93
2020-03-12 11:01:00.000000000,5.11
2020-03-12 11:31:59.999999744,4.79
2020-03-12 12:01:00.000000000,4.84
2020-03-12 12:31:00.000000000,4.49
2020-03-12 13:01:59.999999744,4.25
2020-03-12 13:31:00.000000000,4.25
2020-03-12 14:01:00.000000000,3.79
2020-03-12 14:31:59.999999744,4.04
2020-03-12 15:01:00.000000000,4.01
2020-03-12 15:31:00.000000000,3.86
2020-03-12 16:01:59.999999744,3.79
2020-03-12 16:31:00.000000000,4.11
2020-03-12 17:01:00.000000000,3.5
2020-03-12 17:31:59.999999744,3.4
2020-03-12 18:01:00.000000000,3.0
2020-03-12 18:31:00.000000000,3.11
2020-03-12 19:01:59.999999744,3.14
2020-03-12 19:31:00.000000000,3.18
2020-03-12 20:01:00.000000000,3.0
2020-03-12 20:31:59.999999744,2.8
2020-03-12 21:01:00.000000000,2.89
2020-03-12 21:31:00.000000000,2.99
2020-03-12 22:01:59.999999744,3.0
2020-03-12 22:31:00.000000000,3.08
2020-03-12 23:01:00.000000000,3.06
2020-03-12 23:31:59.999999744,3.18
2020-03-13 00:01:00.000000000,3.23
2020-03-13 00:31:00.000000000,3.29
2020-03-13 01:01:59.999999744,3.4
2020-03-13 01:31:00.000000000,3.43
2020-03-13 02:01:00.000000000,3.27
2020-03-13 02:31:59.999999744,3.56
2020-03-13 03:01:00.000000000,3.5
2020-03-13 03:31:00.000000000,3.4
2020-03-13 04:01:59.999999744,3.6
2020-03-13 04:31:00.000000000,3.61
2020-03-13 05:01:00.000000000,3.96
2020-03-13 05:31:59.999999744,3.76
2020-03-13 06:01:00.000000000,5.46
2020-03-13 06:31:00.000000000,5.37
2020-03-13 07:01:59.999999744,4.53
2020-03-13 07:31:00.000000000,4.57
2020-03-13 08:01:00.000000000,3.77
2020-03-13 08:31:59.999999744,3.63
2020-03-13 09:01:00.000000000,3.31
2020-03-13 09:31:00.000000000,3.1
2020-03-13 10:01:59.999999744,3.19
2020-03-13 10:31:00.000000000,2.9
2020-03-13 11:01:00.000000000,2.79
2020-03-13 11:31:59.999999744,2.77
2020-03-13 12:01:00.000000000,2.51
2020-03-13 12:31:00.000000000,2.7
2020-03-13 13:01:59.999999744,2.61
2020-03-13 13:31:00.000000000,2.61
2020-03-13 14:01:00.000000000,2.64
2020-03-13 14:31:59.999999744,2.63
2020-03-13 15:01:00.000000000,2.53
2020-03-13 15:31:00.000000000,2.63
2020-03-13 16:01:59.999999744,2.48
2020-03-13 16:31:00.000000000,2.58
2020-03-13 17:01:00.000000000,2.75
2020-03-13 17:31:59.999999744,2.65
2020-03-13 18:01:00.000000000,2.8
2020-03-13 18:31:00.000000000,2.72
2020-03-13 19:01:59.999999744,2.62
2020-03-13 19:31:00.000000000,3.02
2020-03-13 20:01:00.000000000,3.28
2020-03-13 20:31:59.999999744,3.21
2020-03-13 21:01:00.000000000,3.12
2020-03-13 21:31:00.000000000,2.82
2020-03-13 22:01:59.999999744,2.86
2020-03-13 22:31:00.000000000,2.74
2020-03-13 23:01:00.000000000,2.64
2020-03-13 23:31:59.999999744,2.58
2020-03-14 00:01:00.000000000,2.74
2020-03-14 00:31:00.000000000,2.48
2020-03-14 01:01:59.999999744,2.31
2020-03-14 01:31:00.000000000,2.31
2020-03-14 02:01:00.000000000,2.17
2020-03-14 02:31:59.999999744,2.36
2020-03-14 03:01:00.000000000,2.09
2020-03-14 03:31:00.000000000,1.98
2020-03-14 04:01:59.999999744,1.92
2020-03-14 04:31:00.000000000,1.92
2020-03-14 05:01:00.000000000,1.83
2020-03-14 05:31:59.999999744,1.7
2020-03-14 06:01:00.000000000,1.59
2020-03-14 06:31:00.000000000,1.57
2020-03-14 07:01:59.999999744,1.46
2020-03-14 07:31:00.000000000,1.45
2020-03-14 08:01:00.000000000,1.51
2020-03-14 08:31:59.999999744,1.51
2020-03-14 09:01:00.000000000,1.5
2020-03-14 09:31:00.000000000,1.49
2020-03-14 10:01:59.999999744,1.47
2020-03-14 10:31:00.000000000,1.5
2020-03-14 11:01:00.000000000,1.43
2020-03-14 11:31:59.999999744,1.42
2020-03-14 12:01:00.000000000,1.36
2020-03-14 12:31:00.000000000,1.31
2020-03-14 13:01:59.999999744,1.29
2020-03-14 13:31:00.000000000,1.25
2020-03-14 14:01:00.000000000,1.25
2020-03-14 14:31:59.999999744,1.13
2020-03-14 15:01:00.000000000,1.07
2020-03-14 15:31:00.000000000,1.14
2020-03-14 16:01:59.999999744,1.09
2020-03-14 16:31:00.000000000,1.0
2020-03-14 17:01:00.000000000,1.02
2020-03-14 17:31:59.999999744,1.06
2020-03-14 18:01:00.000000000,1.09
2020-03-14 18:31:00.000000000,1.09
2020-03-14 19:01:59.999999744,1.07
2020-03-14 19:31:00.000000000,1.07
2020-03-14 20:01:00.000000000,1.19
2020-03-14 20:31:59.999999744,1.17
2020-03-14 21:01:00.000000000,1.13
2020-03-14 21:31:00.000000000,1.19
2020-03-14 22:01:59.999999744,1.18
2020-03-14 22:31:00.000000000,1.14
2020-03-14 23:01:00.000000000,1.18
2020-03-14 23:31:59.999999744,1.24
2020-03-15 00:01:00.000000000,1.21
2020-03-15 00:31:00.000000000,1.21
2020-03-15 01:01:59.999999744,1.03
2020-03-15 01:31:00.000000000,1.18
2020-03-15 02:01:00.000000000,1.28
2020-03-15 02:31:59.999999744,1.45
2020-03-15 03:01:00.000000000,1.6
2020-03-15 03:31:00.000000000,1.65
2020-03-15 04:01:59.999999744,1.66
2020-03-15 04:31:00.000000000,1.64
2020-03-15 05:01:00.000000000,1.65
2020-03-15 05:31:59.999999744,1.57
2020-03-15 06:01:00.000000000,1.64
2020-03-15 06:31:00.000000000,1.67
2020-03-15 07:01:59.999999744,1.61
2020-03-15 07:31:00.000000000,1.55
2020-03-15 08:01:00.000000000,1.54
2020-03-15 08:31:59.999999744,1.53
2020-03-15 09:01:00.000000000,1.53
2020-03-15 09:31:00.000000000,1.51
2020-03-15 10:01:59.999999744,1.59
2020-03-15 10:31:00.000000000,1.53
2020-03-15 11:01:00.000000000,1.54
2020-03-15 11:31:59.999999744,1.55
2020-03-15 12:01:00.000000000,1.57
2020-03-15 12:31:00.000000000,1.48
2020-03-15 13:01:59.999999744,1.41
2020-03-15 13:31:00.000000000,1.46
2020-03-15 14:01:00.000000000,1.46
2020-03-15 14:31:59.999999744,1.62
2020-03-15 15:01:00.000000000,1.68
2020-03-15 15:31:00.000000000,1.71
2020-03-15 16:01:59.999999744,1.7
2020-03-15 16:31:00.000000000,1.57
2020-03-15 17:01:00.000000000,1.6
2020-03-15 17:31:59.999999744,1.56
2020-03-15 18:01:00.000000000,1.56
2020-03-15 18:31:00.000000000,1.5
2020-03-15 19:01:59.999999744,1.45
2020-03-15 19:31:00.000000000,1.4
2020-03-15 20:01:00.000000000,1.4
2020-03-15 20:31:59.999999744,1.5
2020-03-15 21:01:00.000000000,1.47
2020-03-15 21:31:00.000000000,1.45
2020-03-15 22:01:59.999999744,1.49
2020-03-15 22:31:00.000000000,1.47
2020-03-15 23:01:00.000000000,1.57
2020-03-15 23:31:59.999999744,1.62
2020-03-16 00:01:00.000000000,1.56
2020-03-16 00:31:00.000000000,1.54
2020-03-16 01:01:59.999999744,1.51
2020-03-16 01:31:00.000000000,1.45
2020-03-16 02:01:00.000000000,1.3
2020-03-16 02:31:59.999999744,1.15
2020-03-16 03:01:00.000000000,1.19
2020-03-16 03:31:00.000000000,1.12
2020-03-16 04:01:59.999999744,1.02
2020-03-16 04:31:00.000000000,1.0
2020-03-16 05:01:00.000000000,0.97
2020-03-16 05:31:59.999999744,0.94
2020-03-16 06:01:00.000000000,0.9
2020-03-16 06:31:00.000000000,0.84
2020-03-16 07:01:59.999999744,0.79
2020-03-16 07:31:00.000000000,0.83
2020-03-16 08:01:00.000000000,0.82
2020-03-16 08:31:59.999999744,0.81
2020-03-16 09:01:00.000000000,0.84
2020-03-16 09:31:00.000000000,0.85
2020-03-16 10:01:59.999999744,0.87
2020-03-16 10:31:00.000000000,0.89
2020-03-16 11:01:00.000000000,0.87
2020-03-16 11:31:59.999999744,0.89
2020-03-16 12:01:00.000000000,0.84
2020-03-16 12:31:00.000000000,0.85
2020-03-16 13:01:59.999999744,0.8
2020-03-16 13:31:00.000000000,0.85
2020-03-16 14:01:00.000000000,0.86
2020-03-16 14:31:59.999999744,0.87
2020-03-16 15:01:00.000000000,0.92
2020-03-16 15:31:00.000000000,0.88
2020-03-16 16:01:59.999999744,0.87
2020-03-16 16:31:00.000000000,0.84
2020-03-16 17:01:00.000000000,0.81
2020-03-16 17:31:59.999999744,0.8
2020-03-16 18:01:00.000000000,0.84
2020-03-16 18:31:00.000000000,0.76
2020-03-16 19:01:59.999999744,0.75
2020-03-16 19:31:00.000000000,0.73
2020-03-16 20:01:00.000000000,0.74
2020-03-16 20:31:59.999999744,0.74
2020-03-16 21:01:00.000000000,0.72
2020-03-16 21:31:00.000000000,0.75
2020-03-16 22:01:59.999999744,0.82
2020-03-16 22:31:00.000000000,0.92
2020-03-16 23:01:00.000000000,0.88
2020-03-16 23:31:59.999999744,0.97
2020-03-17 00:01:00.000000000,1.2
2020-03-17 00:31:00.000000000,1.24
2020-03-17 01:01:59.999999744,1.2
2020-03-17 01:31:00.000000000,1.23
2020-03-17 02:01:00.000000000,1.25
2020-03-17 02:31:59.999999744,1.14
2020-03-17 03:01:00.000000000,1.09
2020-03-17 03:31:00.000000000,1.14
2020-03-17 04:01:59.999999744,1.14
2020-03-17 04:31:00.000000000,1.12
2020-03-17 05:01:00.000000000,1.19
